ID_pose,English Name,Type_of_tracking,Angle,symetric Y/N,Popularity,Category,File_Name
102,Revolved Seated Hand to Big (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
103,Head to Knee I (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
104,Head to Knee I (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
105,Hero (right),HBR,profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
106,Hero (left),HBL,profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
107,Heron (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
108,Heron (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
109,Lord of the Fishes (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
110,Lord of the Fishes (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
111,Lotus,FB,Face,y,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
112,Noose (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
113,Noose (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
114,Half Pigeon (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
115,Half Pigeon (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
116,Rock the Baby (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
117,Rock the Baby (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
118,Sage Marichi's I (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
119,Sage Marichi's I (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
120,Sage Marichi's III (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
121,Sage Marichi's III (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
122,Side Lunge (right),FB,Face,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
123,Side Lunge (left),FB,Face,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
124,Front Splits (right),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
125,Front Splits (left),FB,Profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
126,Wide Splits,FB,Face,y,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
127,Staff (right),HBR,profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
128,Staff (left),HBL,profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
129,Thunderbolt (right),HBR,profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
130,Thunderbolt (left),HBL,profile,n,,Seated,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
131,Banana (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
132,Banana (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
133,Bridge (right),HBR,profile,n,8,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/Bridgefromtheide.png
134,Bridge (left),HBL,profile,n,8,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/Bridgefromtheide.png
135,Corpse (right),HBR,profile,n,16,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
136,Corpse (left),HBL,profile,n,16,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
137,Fish (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
138,Fish (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
139,Supine Foot to Head (right),FB,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
140,Supine Foot to Head (left),FB,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
141,Supine Hand to Big Toe (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
142,Supine Hand to Big Toe (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
143,Happy Baby (right),HBR,profile,n,19,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
144,Happy Baby (left),HBL,profile,n,19,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
145,Sleeping Yogi (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
146,Sleeping Yogi (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
147,Supine Straddle (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
148,Supine Straddle (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
149,Waterfall (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
150,Waterfall (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
151,Wind Removing (right),HBR,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
152,Wind Removing (left),HBL,profile,n,,Supine,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
153,Bow (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
154,Bow (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
155,Half Bow (right),FB,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
156,Half Bow (left),FB,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
157,Child's (right),HBR,profile,n,2,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
158,Child's (left),HBL,profile,n,2,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
159,Cobra (right),HBR,profile,n,11,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/cobra.png
160,Cobra (left),HBL,profile,n,11,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/cobra.png
161,Reverse Corpse (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
162,Reverse Corpse (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
163,Extended Puppy (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
164,Extended Puppy (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
165,Frog (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
166,Frog (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
167,Locust I (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
168,Locust I (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
169,Locust II (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
170,Locust II (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
171,Locust III (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
172,Locust III (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
173,Sage Gheranda's (right),FB,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
174,Sage Gheranda's (left),FB,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
175,Snake (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
176,Snake (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
177,Sphinx (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
178,Sphinx (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
179,Tortoise (right),HBR,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
180,Tortoise (left),HBL,profile,n,,Prone,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
181,Box (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
182,Box (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
183,Camel (right),HBR,profile,n,18,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
184,Camel (left),HBL,profile,n,18,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
185,Cat (right),HBR,profile,n,12,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/cat.png
186,Cat (left),HBL,profile,n,12,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/cat.png
187,Cow (right),HBR,profile,n,13,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/cow.png
188,Cow (left),HBL,profile,n,13,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/cow.png
189,Dolphin (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
190,Dolphin (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
191,Downward-Facing Dog (right),HBR,profile,n,1,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/Downwardfacindog.png
192,Downward-Facing Dog (left),HBL,profile,n,1,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/Downwardfacindog.png
193,Eight Point (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
194,Eight Point (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
195,Humble Flamingo (right),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
196,Humble Flamingo (left),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
197,Gate (right),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
198,Gate (left),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
199,Horse (right),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
200,Horse (left),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
201,Lizard (right),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
202,Lizard (left),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
203,Lunge (right),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
204,Lunge (left),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
205,Crooked Monkey (right),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
206,Crooked Monkey (left),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
207,Pigeon (right),HBR,profile,n,20,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
208,Pigeon (left),HBL,profile,n,20,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
209,Plank (right),HBR,profile,n,10,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/plank.png
210,Plank (left),HBL,profile,n,10,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/plank.png
211,Upward Plank (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
212,Upward Plank (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
213,Low Push-up (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
214,Low Push-up (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
215,Rabbit (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
216,Rabbit (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
217,Sage Visvamitra's (right),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
218,Sage Visvamitra's (left),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
219,Side Plank (right),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
220,Side Plank (left),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
221,Inverted Staff (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
222,Inverted Staff (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
223,Little Thunderbolt (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
224,Little Thunderbolt (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
225,Tiger (right),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
226,Tiger (left),FB,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
227,Upward-Facing Dog (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
228,Upward-Facing Dog (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
229,Wheel (right),HBR,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
230,Wheel (left),HBL,profile,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
231,Wild Thing (right),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
232,Wild Thing (left),FB,Face,n,,Arm & Leg Support,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
233,Both Feet Behind the Head II (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
234,Both Feet Behind the Head II (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
