Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The spinal cord carries messages between the brain and the rest of the body.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The nose helps us to hear sounds.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),Reflex actions are controlled by the brain.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The eyes help us to taste.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The sense of touch is controlled by the skin.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The brain is protected by the bony skull.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The largest and longest nerve in our body is the sciatic nerve.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,True or False (QPG),The sense of taste is detected by taste buds on the tongue.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator True or False (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),What is the nervous system responsible for?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),Name one function of the cerebrum,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),What protects the brain from injuries?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),How many main parts does the brain have?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),What is the function of the spinal cord?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),What are nerves made up of?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),Name one sense organ.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),What are reflex actions controlled by?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous SystemTest Paper Generator Very Short Answer Questions (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),How many types of nerves are there?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Very Short Answer Questions (QPG),Name one care tip for the eyes,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Very Short Answer Questions (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),What are the three main parts of the brain?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),How does the spinal cord protect itself?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),What are the three types of nerves?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),How many sense organs are there in the human body?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),What is the function of the cerebellum?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),How do taste buds help us?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),What is the purpose of the sense of touch?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),How does the nervous system help maintain balance in the body?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),What are reflex actions?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Short Answer Questions (QPG),How can we take care of our skin?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Short Answer Questions (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),"The nervous system consists of the brain, spinal cord, and _______.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The largest part of the brain responsible for intelligence is the _______,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),Reflex actions are controlled by the _______,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The sense organ responsible for helping us taste is the _______.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The nerve that connects the ear to the brain is the _______ nerve,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The outermost covering of our body is the _______.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),Blind people can read and write using the _______ system,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The sense organ that helps us to hear sounds is the _______,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The brain is protected by the _______.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Fill in the blank (QPG),The nerve cells that make up nerves are called _______.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Fill in the blank (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),"Describe the structure and function of the nervous system in the human body, including its main components and how they work together",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous SystemTest Paper Generator Long Answer Questions (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),"How does the brain process information from the sense organs to help us see, hear, taste, and smell?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),"Explain the role of the spinal cord in the nervous system, including how it transmits messages between the brain and the rest of the body",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),Discuss the importance of reflex actions in the human body and how they differ from voluntary actions,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),How does the nervous system control and coordinate the movement of muscles in the body?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),"Describe the function of the cerebrum, cerebellum, and medulla oblongata in the brain, including their specific roles in controlling various bodily functions",,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),"Explain how neurons work to transmit signals within the nervous system, including the process of sending and receiving messages",,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),Discuss the impact of damage or injury to the nervous system on human health and functioning,,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),"How do our sense organs help us interact with the environment, and how are they connected to the nervous system?",,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 4- Human Nervous System,,,Long Answer Questions (QPG),Describe some common disorders or diseases of the nervous system and their effects on human health,,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 4 Human Nervous System Test Paper Generator Long Answer Questions (QPG) 10,1
