Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Very Short Answer Questions (QPG),What do mosquitoes and leeches feed on?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Very Short Answer Questions 10",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG),How do herbivores differ from carnivores and omnivores in terms of their diet?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 1 ",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG),What are some examples of animals that are herbivores?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 2",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG), Describe the feeding habits of herbivores.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 3",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG),How do carnivores hunt for their food?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 4",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG), Name some animals that are carnivores.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 5",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG),What are omnivores? Give examples of omnivorous animals.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 6",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG), How do omnivores obtain their food?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 7",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG)," How do the teeth of herbivores, carnivores, and omnivores differ?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 8",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG), Explain the process of digestion in herbivores.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 9",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Short Answer Questions (QPG),How does the feeding behavior of herbivores contribute to the ecosystem?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Short Answer Questions 10",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG),Animals that eat plants and parts of plants are called _______________.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 1",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG),"Animals, such as tigers and lions, have sharp, pointed, and curved front teeth to tear _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 2",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG),"Herbivores, such as cows and horses, have sharp front teeth to bite and cut _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 3",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG)," Rabbits, rats, and squirrels have sharp front teeth with which they bite _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 4",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG)," Animals, such as snakes and frogs, swallow their food _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 5",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG)," Animals, such as elephants and giraffes, are herbivores and eat plants or parts of _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 6",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG), Animals that eat only meat are called _______________.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 7",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG)," Omnivores, such as humans, eat both plants and _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 8",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG)," Animals, such as dogs and cats, have strong jaws and pointed front teeth to tear _______________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 9",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Fill in the blank (QPG)," Carnivores, such as cheetahs and crocodiles, eat the _______________ of other animals.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Fill in the blanks 10",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"Discuss the concept of herbivores, carnivores, and omnivores in the animal kingdom. Provide examples of each type and explain how their diets differ",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 1",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),Explain the feeding habits of herbivores. How do they obtain and process their food? Provide examples of herbivorous animals and their feeding mechanisms.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 2",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"Describe the specialized feeding adaptations of certain animals. For example, how do animals like giraffes, elephants, and pandas feed, and how are they adapted to their diets?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 3",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"Compare and contrast the digestive systems of herbivores, carnivores, and omnivores. How do their digestive systems reflect their dietary preferences?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 4",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"How do teeth play a role in the diet of animals? Explain the differences in tooth structure and function between herbivores, carnivores, and omnivores.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 5",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),Discuss the ecological importance of herbivores in the food chain. How do herbivores contribute to ecosystem balance and diversity?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 6",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"Explore the hunting behaviors of carnivores. How do carnivores locate, catch, and consume their prey? Provide examples of different hunting strategies used by carnivorous animals.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 7",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG)," Explain the concept of scavenging in carnivores. How do scavengers obtain their food, and what role do they play in the ecosystem?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 8",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"Discuss the dietary flexibility of omnivores. How do omnivores adapt to a wide range of food sources, and what advantages does this provide them in different environments?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 9",1
CBSE,Class 3,Science,Illustrative Science,"Chapter 6- Food, and Feeding Habits of Animals",,,Long Answer Questions (QPG),"How do human dietary habits compare to those of herbivores, carnivores, and omnivores in the animal kingdom? What are the implications of human dietary choices on health and the environment?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,"Illustrative Environmental Studies Class 3 Chapter 6- Food, and Feeding Habits of Animals Test Paper Generator Long Answer Questions 10",1
