ID,Type,Variant,Physical price,Discount Physical Price,Ebook Price,Ebook Discount Price
112,book,,340,306,323,255
113,book,,345,311,328,259
114,book,,350,315,333,263
115,book,,375,338,356,281
116,book,,385,347,366,289
117,book,,395,356,375,296
692,book,,210,189,200,158
251,book,,375,338,356,281
252,book,,440,396,418,330
253,book,,440,396,418,330
254,book,,440,396,418,330
978,book,,495,446,470,371
977,book,,495,446,470,371
983,book,,595,536,565,446
984,book,,595,536,565,446
975,book,,695,626,660,521
976,book,,695,626,660,521
985,book,,735,662,698,551
986,book,,735,662,698,551
987,book,,735,662,698,551
988,book,,735,662,698,551
979,book,,390,351,371,293
980,book,,390,351,371,293
981,book,,415,374,394,311
982,book,,415,374,394,311
614,book,,190,171,181,143
615,book,,199,179,189,149
611,book,,199,179,189,149
617,book,,170,153,162,128
623,book,,175,158,166,131
619,book,,170,153,162,128
621,book,,175,158,166,131
625,book,,180,162,171,135
618,book,,225,203,214,169
620,book,,225,203,214,169
622,book,,225,203,214,169
624,book,,225,203,214,169
613,book,,225,203,214,169
616,book,,225,203,214,169
612,book,,190,171,181,143
626,book,,180,162,171,135
627,book,,230,207,219,173
628,book,,175,158,166,131
629,book,,175,158,166,131
630,book,,175,158,166,131
635,book,,225,203,214,169
632,book,,225,203,214,169
633,book,,225,203,214,169
634,book,,225,203,214,169
631,book,,210,189,200,158
593,book,,250,225,238,188
594,book,,260,234,247,195
595,book,,280,252,266,210
596,book,,280,252,266,210
597,book,,280,252,266,210
598,book,,330,297,314,248
599,book,,330,297,314,248
600,book,,330,297,314,248
590,book,,195,176,185,146
591,book,,195,176,185,146
592,book,,195,176,185,146
409,book,,435,392,413,326
428,book,,395,356,375,296
430,book,,400,360,380,300
431,book,,400,360,380,300
432,book,,405,365,385,304
433,book,,415,374,394,311
434,book,,410,369,390,308
435,book,,430,387,409,323
436,book,,435,392,413,326
437,book,,430,387,409,323
438,book,,440,396,418,330
439,book,,445,401,423,334
440,book,,435,392,413,326
442,book,,450,405,428,338
444,book,,455,410,432,341
445,book,,445,401,423,334
804,book,,133,120,126,100
803,book,,170,153,162,128
480,book,,265,239,252,199
481,book,,395,356,375,296
482,book,,375,338,356,281
483,book,,395,356,375,296
484,book,,415,374,394,311
485,book,,460,414,437,345
486,book,,470,423,447,353
487,book,,480,432,456,360
1010,book,,640,576,608,480
1009,book,,640,576,608,480
668,book,,420,378,399,315
441,book,,505,455,480,379
443,book,,505,455,480,379
457,book,,260,234,247,195
458,book,,260,234,247,195
453,book,,310,279,295,233
452,book,,285,257,271,214
455,book,,250,225,238,188
503,book,,165,149,157,124
449,book,,140,126,133,105
448,book,,130,117,124,98
502,book,,310,279,295,233
450,book,,200,180,190,150
454,book,,295,266,280,221
451,book,,225,203,214,169
770,book,,125,113,119,94
769,book,,125,113,119,94
582,book,,390,351,371,293
583,book,,405,365,385,304
584,book,,405,365,385,304
585,book,,410,369,390,308
586,book,,410,369,390,308
587,book,,430,387,409,323
588,book,,430,387,409,323
589,book,,430,387,409,323
579,book,,330,297,314,248
580,book,,350,315,333,263
581,book,,355,320,337,266
118,book,,310,279,295,233
119,book,,310,279,295,233
120,book,,310,279,295,233
121,book,,335,302,318,251
122,book,,335,302,318,251
123,book,,360,324,342,270
124,book,,360,324,342,270
125,book,,360,324,342,270
174,book,,220,198,209,165
175,book,,245,221,233,184
176,book,,335,302,318,251
177,book,,335,302,318,251
178,book,,360,324,342,270
179,book,,400,360,380,300
180,book,,415,374,394,311
181,book,,415,374,394,311
41,book,,235,212,223,176
42,book,,265,239,252,199
43,book,,330,297,314,248
44,book,,345,311,328,259
45,book,,345,311,328,259
46,book,,354,319,336,266
47,book,,375,338,356,281
48,book,,385,347,366,289
158,book,,270,243,257,203
159,book,,290,261,276,218
160,book,,365,329,347,274
162,book,,410,369,390,308
163,book,,470,423,447,353
164,book,,495,446,470,371
165,book,,495,446,470,371
833,book,,390,351,371,293
255,book,,325,293,309,244
256,book,,335,302,318,251
993,book,,415,374,394,311
994,book,,425,383,404,319
995,book,,430,387,409,323
887,book,,415,374,394,311
888,book,,435,392,413,326
930,book,,435,392,413,326
150,book,,130,117,124,98
151,book,,170,153,162,128
152,book,,210,189,200,158
153,book,,225,203,214,169
154,book,,235,212,223,176
155,book,,240,216,228,180
156,book,,255,230,242,191
157,book,,260,234,247,195
702,book,,165,149,157,124
703,book,,165,149,157,124
704,book,,165,149,157,124
705,book,,165,149,157,124
706,book,,165,149,157,124
707,book,,195,176,185,146
708,book,,195,176,185,146
709,book,,195,176,185,146
166,book,,140,126,133,105
167,book,,140,126,133,105
168,book,,155,140,147,116
169,book,,160,144,152,120
170,book,,170,153,162,128
171,book,,185,167,176,139
172,book,,185,167,176,139
173,book,,185,167,176,139
334,book,,240,216,228,180
335,book,,270,243,257,203
336,book,,290,261,276,218
337,book,,295,266,280,221
338,book,,305,275,290,229
339,book,,330,297,314,248
340,book,,340,306,323,255
341,book,,340,306,323,255
744,book,,120,108,114,90
745,book,,120,108,114,90
746,book,,140,126,133,105
747,book,,140,126,133,105
748,book,,145,131,138,109
749,book,,150,135,143,113
750,book,,155,140,147,116
751,book,,155,140,147,116
392,book,,195,176,185,146
393,book,,200,180,190,150
394,book,,240,216,228,180
395,book,,240,216,228,180
396,book,,255,230,242,191
397,book,,315,284,299,236
398,book,,325,293,309,244
399,book,,334,301,317,251
323,book,,345,311,328,259
324,book,,365,329,347,274
325,book,,374,337,355,281
383,book,,195,176,185,146
384,book,,220,198,209,165
385,book,,255,230,242,191
386,book,,295,266,280,221
388,book,,290,261,276,218
423,book,,170,153,162,128
415,book,,125,113,119,94
417,book,,133,120,126,100
418,book,,141,127,134,106
420,book,,154,139,146,116
948,book,,385,347,366,289
949,book,,415,374,394,311
950,book,,425,383,404,319
753,book,,345,311,328,259
752,book,,340,306,323,255
918,book,,420,378,399,315
919,book,,435,392,413,326
920,book,,455,410,432,341
921,book,,480,432,456,360
922,book,,500,450,475,375
937,book,,485,437,461,364
938,book,,500,450,475,375
939,book,,530,477,504,398
693,book,,179,161,170,134
694,book,,179,161,170,134
695,book,,189,170,180,142
696,book,,195,176,185,146
697,book,,195,176,185,146
126,book,,225,203,214,169
127,book,,250,225,238,188
128,book,,260,234,247,195
129,book,,275,248,261,206
130,book,,310,279,295,233
131,book,,320,288,304,240
132,book,,320,288,304,240
133,book,,330,297,314,248
134,book,,195,176,185,146
135,book,,210,189,200,158
136,book,,260,234,247,195
137,book,,330,297,314,248
138,book,,280,252,266,210
139,book,,385,347,366,289
140,book,,350,315,333,263
141,book,,365,329,347,274
1006,book,,560,504,532,420
1005,book,,610,549,580,458
31,book,,435,392,413,326
30,book,,420,378,399,315
33,book,,445,401,423,334
32,book,,375,338,356,281
35,book,,440,396,418,330
34,book,,475,428,451,356
926,book,,250,225,238,188
909,book,,275,248,261,206
884,book,,325,293,309,244
885,book,,340,306,323,255
886,book,,340,306,323,255
927,book,,370,333,352,278
928,book,,375,338,356,281
929,book,,375,338,356,281
781,book,,135,122,128,101
800,book,,85,77,81,64
802,book,,125,113,119,94
799,book,,80,72,76,60
801,book,,90,81,86,68
182,book,,355,320,337,266
183,book,,375,338,356,281
184,book,,395,356,375,296
185,book,,400,360,380,300
186,book,,420,378,399,315
771,book,,96,86,91,72
772,book,,104,94,99,78
773,book,,132,119,125,99
774,book,,140,126,133,105
775,book,,148,133,141,111
782,book,,250,225,238,188
783,book,,270,243,257,203
834,book,,170,153,162,128
835,book,,170,153,162,128
836,book,,180,162,171,135
837,book,,180,162,171,135
838,book,,195,176,185,146
726,book,,495,446,470,371
727,book,,525,473,499,394
730,book,,580,522,551,435
729,book,,580,522,551,435
566,book,,215,194,204,161
567,book,,220,198,209,165
640,book,,245,221,233,184
671,book,,315,284,299,236
673,book,,315,284,299,236
508,book,,320,288,304,240
504,book,,195,176,185,146
505,book,,205,185,195,154
506,book,,220,198,209,165
507,book,,280,252,266,210
479,book,,268,241,255,201
475,book,,225,203,214,169
476,book,,225,203,214,169
477,book,,305,275,290,229
478,book,,340,306,323,255
513,book,,360,324,342,270
509,book,,205,185,195,154
510,book,,215,194,204,161
511,book,,265,239,252,199
512,book,,340,306,323,255
533,book,,276,248,262,207
531,book,,270,243,257,203
536,book,,330,297,314,248
543,book,,255,230,242,191
535,book,,300,270,285,225
544,book,,285,257,271,214
537,book,,320,288,304,240
540,book,,295,266,280,221
538,book,,270,243,257,203
542,book,,195,176,185,146
532,book,,300,270,285,225
534,book,,320,288,304,240
539,book,,295,266,280,221
545,book,,215,194,204,161
541,book,,195,176,185,146
546,book,,399,359,379,299
572,book,,155,140,147,116
570,book,,170,153,162,128
571,book,,140,126,133,105
568,book,,220,198,209,165
569,book,,165,149,157,124
205,book,,250,225,238,188
206,book,,275,248,261,206
207,book,,295,266,280,221
208,book,,315,284,299,236
209,book,,325,293,309,244
210,book,,355,320,337,266
211,book,,365,329,347,274
212,book,,380,342,361,285
637,book,,499,449,474,374
213,book,,210,189,200,158
214,book,,225,203,214,169
215,book,,305,275,290,229
216,book,,325,293,309,244
217,book,,345,311,328,259
970,book,,395,356,375,296
218,book,,395,356,375,296
219,book,,415,374,394,311
972,book,,425,383,404,319
220,book,,425,383,404,319
459,book,,245,221,233,184
460,book,,260,234,247,195
461,book,,280,252,266,210
462,book,,290,261,276,218
463,book,,285,257,271,214
1011,book,,475,428,451,356
672,book,,255,230,242,191
575,book,,435,392,413,326
889,book,,475,428,451,356
1033,book,,415,374,394,311
811,book,,415,374,394,311
812,book,,445,401,423,334
822,book,,445,401,423,334
821,book,,410,369,390,308
639,book,,475,428,451,356
828,book,,315,284,299,236
827,book,,280,252,266,210
890,book,,615,554,584,461
1022,book,,545,491,518,409
1039,book,,125,113,119,94
1038,book,,210,189,200,158
794,book,,200,180,190,150
636,book,,220,198,209,165
766,book,,335,302,318,251
767,book,,355,320,337,266
768,book,,385,347,366,289
1045,book,,460,414,437,345
610,book,,440,396,418,330
609,book,,460,414,437,345
1089,book,,345,311,328,259
1090,book,,375,338,356,281
1092,book,,465,419,442,349
1107,book,,475,428,451,356
1093,book,,440,396,418,330
1094,book,,450,405,428,338
1095,book,,475,428,451,356
1096,book,,485,437,461,364
1108,book,,495,446,470,371
1109,book,,325,293,309,244
1112,book,,360,324,342,270
1113,book,,425,383,404,319
1114,book,,435,392,413,326
1117,book,,455,410,432,341
1102,book,,360,324,342,270
1103,book,,360,324,342,270
1104,book,,425,383,404,319
1105,book,,455,410,432,341
1106,book,,465,419,442,349
820,book,,210,189,200,158
819,book,,226,203,215,170
815,book,,380,342,361,285
816,book,,415,374,394,311
823,book,,498,448,473,374
824,book,,570,513,542,428
641,book,,360,324,342,270
829,book,,380,342,361,285
830,book,,380,342,361,285
638,book,,355,320,337,266
102,book,,175,158,166,131
1087,book,,255,230,242,191
103,book,,185,167,176,139
104,book,,230,207,219,173
105,book,,240,216,228,180
106,book,,250,225,238,188
107,book,,260,234,247,195
108,book,,265,239,252,199
109,book,,265,239,252,199
1086,book,,255,230,242,191
951,book,,390,351,371,293
952,book,,390,351,371,293
953,book,,395,356,375,296
910,book,,415,374,394,311
911,book,,425,383,404,319
912,book,,435,392,413,326
954,book,,415,374,394,311
955,book,,425,383,404,319
956,book,,435,392,413,326
1014,book,,320,288,304,240
1015,book,,350,315,333,263
1016,book,,385,347,366,289
1017,book,,405,365,385,304
1018,book,,415,374,394,311
1019,book,,520,468,494,390
1020,book,,535,482,508,401
1021,book,,555,500,527,416
465,book,,370,333,352,278
674,book,,260,234,247,195
665,book,,270,243,257,203
666,book,,280,252,266,210
464,book,,365,329,347,274
805,book,,343,309,326,257
806,book,,343,309,326,257
879,book,,470,423,447,353
880,book,,480,432,456,360
882,book,,515,464,489,386
883,book,,525,473,499,394
923,book,,575,518,546,431
924,book,,585,527,556,439
925,book,,595,536,565,446
601,book,,160,144,152,120
602,book,,160,144,152,120
603,book,,165,149,157,124
604,book,,169,152,161,127
605,book,,169,152,161,127
606,book,,188,169,179,141
607,book,,188,169,179,141
608,book,,188,169,179,141
299,book,,270,243,257,203
300,book,,275,248,261,206
301,book,,280,252,266,210
302,book,,290,261,276,218
303,book,,300,270,285,225
304,book,,310,279,295,233
305,book,,315,284,299,236
306,book,,325,293,309,244
757,book,,120,108,114,90
758,book,,120,108,114,90
759,book,,120,108,114,90
760,book,,120,108,114,90
761,book,,120,108,114,90
762,book,,155,140,147,116
763,book,,155,140,147,116
764,book,,155,140,147,116
307,book,,235,212,223,176
308,book,,240,216,228,180
309,book,,255,230,242,191
310,book,,265,239,252,199
311,book,,270,243,257,203
312,book,,275,248,261,206
313,book,,275,248,261,206
314,book,,275,248,261,206
221,book,,265,239,252,199
222,book,,285,257,271,214
223,book,,365,329,347,274
224,book,,365,329,347,274
225,book,,365,329,347,274
226,book,,430,387,409,323
227,book,,430,387,409,323
228,book,,430,387,409,323
547,book,,220,198,209,165
548,book,,240,216,228,180
549,book,,270,243,257,203
550,book,,280,252,266,210
551,book,,290,261,276,218
552,book,,315,284,299,236
553,book,,315,284,299,236
554,book,,315,284,299,236
1052,book,,280,252,266,210
940,book,,155,140,147,116
941,book,,195,176,185,146
943,book,,299,269,284,224
944,book,,325,293,309,244
945,book,,410,369,390,308
946,book,,420,378,399,315
947,book,,410,369,390,308
356,book,,140,126,133,105
357,book,,180,162,171,135
358,book,,165,149,157,124
361,book,,145,131,138,109
362,book,,145,131,138,109
363,book,,160,144,152,120
364,book,,185,167,176,139
365,book,,235,212,223,176
366,book,,235,212,223,176
367,book,,155,140,147,116
368,book,,180,162,171,135
369,book,,185,167,176,139
1083,book,,120,108,114,90
1084,book,,125,113,119,94
1085,book,,125,113,119,94
347,book,,195,176,185,146
348,book,,195,176,185,146
349,book,,195,176,185,146
350,book,,200,180,190,150
351,book,,250,225,238,188
352,book,,245,221,233,184
371,book,,135,122,128,101
372,book,,170,153,162,128
374,book,,175,158,166,131
378,book,,190,171,181,143
379,book,,235,212,223,176
381,book,,245,221,233,184
271,book,,150,135,143,113
272,book,,180,162,171,135
273,book,,195,176,185,146
274,book,,210,189,200,158
275,book,,220,198,209,165
276,book,,245,221,233,184
277,book,,250,225,238,188
278,book,,275,248,261,206
667,book,,305,275,290,229
874,book,,385,347,366,289
875,book,,399,359,379,299
876,book,,430,387,409,323
877,book,,445,401,423,334
878,book,,450,405,428,338
904,book,,415,374,394,311
905,book,,425,383,404,319
906,book,,435,392,413,326
73,book,,370,333,352,278
74,book,,385,347,366,289
75,book,,405,365,385,304
76,book,,420,378,399,315
77,book,,420,378,399,315
78,book,,430,387,409,323
79,book,,435,392,413,326
80,book,,435,392,413,326
663,book,,295,266,280,221
577,book,,465,419,442,349
578,book,,445,401,423,334
370,book,,185,167,176,139
373,book,,190,171,181,143
375,book,,190,171,181,143
376,book,,195,176,185,146
377,book,,200,180,190,150
519,book,,269,242,256,202
817,book,,310,279,295,233
818,book,,315,284,299,236
86,book,,410,369,390,308
87,book,,420,378,399,315
88,book,,450,405,428,338
89,book,,475,428,451,356
90,book,,485,437,461,364
91,book,,520,468,494,390
92,book,,530,477,504,398
93,book,,540,486,513,405
742,book,,250,225,238,188
743,book,,275,248,261,206
520,book,,349,314,332,262
521,book,,299,269,284,224
522,book,,299,269,284,224
523,book,,299,269,284,224
515,book,,285,257,271,214
516,book,,275,248,261,206
518,book,,249,224,237,187
517,book,,299,269,284,224
315,book,,215,194,204,161
316,book,,230,207,219,173
317,book,,245,221,233,184
318,book,,245,221,233,184
319,book,,245,221,233,184
320,book,,260,234,247,195
321,book,,265,239,252,199
322,book,,270,243,257,203
408,book,,585,527,556,439
411,book,,590,531,561,443
412,book,,615,554,584,461
413,book,,615,554,584,461
414,book,,665,599,632,499
416,book,,665,599,632,499
419,book,,710,639,675,533
421,book,,710,639,675,533
422,book,,725,653,689,544
424,book,,725,653,689,544
1140,book,,520,468,494,390
1141,book,,520,468,494,390
1142,book,,595,536,565,446
1143,book,,595,536,565,446
1144,book,,695,626,660,521
1145,book,,695,626,660,521
1146,book,,745,671,708,559
1147,book,,745,671,708,559
1148,book,,775,698,736,581
1149,book,,775,698,736,581
472,book,,350,315,333,263
471,book,,350,315,333,263
187,book,,345,311,328,259
188,book,,380,342,361,285
189,book,,395,356,375,296
190,book,,400,360,380,300
191,book,,400,360,380,300
192,book,,440,396,418,330
193,book,,440,396,418,330
400,book,,244,220,232,183
401,book,,264,238,251,198
402,book,,304,274,289,228
403,book,,315,284,299,236
404,book,,320,288,304,240
405,book,,345,311,328,259
406,book,,350,315,333,263
407,book,,350,315,333,263
698,book,,250,225,238,188
699,book,,260,234,247,195
700,book,,253,228,240,190
894,book,,375,338,356,281
895,book,,395,356,375,296
896,book,,440,396,418,330
897,book,,455,410,432,341
898,book,,475,428,451,356
931,book,,550,495,523,413
932,book,,570,513,542,428
933,book,,580,522,551,435
1040,book,,320,288,304,240
1041,book,,360,324,342,270
1042,book,,420,378,399,315
1043,book,,440,396,418,330
1044,book,,460,414,437,345
934,book,,385,347,366,289
899,book,,440,396,418,330
900,book,,440,396,418,330
936,book,,495,446,470,371
473,book,,425,383,404,319
474,book,,450,405,428,338
342,book,,495,446,470,371
343,book,,525,473,499,394
344,book,,550,495,523,413
957,book,,255,230,242,191
958,book,,295,266,280,221
959,book,,335,302,318,251
960,book,,380,342,361,285
961,book,,420,378,399,315
962,book,,415,374,394,311
963,book,,445,401,423,334
964,book,,445,401,423,334
326,book,,330,297,314,248
327,book,,340,306,323,255
328,book,,350,315,333,263
329,book,,360,324,342,270
330,book,,360,324,342,270
331,book,,385,347,366,289
332,book,,390,351,371,293
333,book,,395,356,375,296
839,book,,175,158,166,131
840,book,,175,158,166,131
841,book,,175,158,166,131
842,book,,175,158,166,131
843,book,,175,158,166,131
701,book,,235,212,223,176
901,book,,375,338,356,281
902,book,,410,369,390,308
907,book,,465,419,442,349
908,book,,485,437,461,364
903,book,,495,446,470,371
866,book,,180,162,171,135
867,book,,200,180,190,150
868,book,,200,180,190,150
869,book,,220,198,209,165
870,book,,220,198,209,165
871,book,,230,207,219,173
872,book,,230,207,219,173
873,book,,240,216,228,180
57,book,,195,176,185,146
382,book,,235,212,223,176
58,book,,220,198,209,165
59,book,,235,212,223,176
60,book,,240,216,228,180
61,book,,250,225,238,188
62,book,,250,225,238,188
63,book,,250,225,238,188
64,book,,260,234,247,195
380,book,,235,212,223,176
1097,book,,375,338,356,281
1098,book,,395,356,375,296
1099,book,,415,374,394,311
1100,book,,430,387,409,323
1101,book,,430,387,409,323
1120,book,,430,387,409,323
1121,book,,430,387,409,323
1122,book,,450,405,428,338
1007,book,,280,252,266,210
1008,book,,270,243,257,203
527,book,,2100,1890,1995,1575
528,book,,2150,1935,2043,1613
529,book,,2200,1980,2090,1650
