Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 4. Globalisation and The Indian Economy ,Topic 4 : Impact of Globalistion In Indian Economy,15,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 5. Consumer Rights,Topic 1 : The Consumer In The Market Place,16,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 5. Consumer Rights,Topic 2 : Consumer Right,17,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 5. Consumer Rights,Topic 3 : Taking The Consumer Movement Forward,18,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 1. Resources and Development ,"Topic 1 : Resources, Types of Resources",19,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 1. Resources and Development ,"Topic 2 : Resource Planning, Land Resources and Land Use Pattern In India",20,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 1. Resources and Development ,Topic 3 : Land Degradation and Measures To Control Land Degradation,21,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 1. Resources and Development ,Topic 4 : Soil Resources and Classifications of Soils,22,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 1. Resources and Development ,"Topic 5 : Soil Erosion, Types of Soil Erosion, and Soil Conservation",23,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 2. Forest and Wildlife Resources ,Topic 1 : Conservation of Forest and Wildlife In India,24,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 2. Forest and Wildlife Resources ,Topic 2 : Types and Distribution of Forests and Wildlife Resources,25,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 3. Water Resources ,Topic 1 : Importance of Water : Its Sources and Distribution,26,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 3. Water Resources ,Topic 2 : Conservation of Water and Objectives of Multipurpose Projects,27,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 3. Water Resources ,Topic 3 : Rainwater Harvesting,28,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 4. Agriculture ,"Topic 1 : Agriculture, Types of Farming and Agriculture Seasons",29,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 4. Agriculture ,Topic 2 : Major Crops; Distribution of Food and Non-Food Crops,30,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 4. Agriculture ,Topic 3 : Technological and Institutional Reforms,31,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 5. Minerals and Energy Resources ,Topic 1 : Importance of Minerals Classification and Occurrence of Minerals,32,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 5. Minerals and Energy Resources ,Topic 2 : Distribution and Conservation of Minerals,33,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 5. Minerals and Energy Resources ,Topic 3 : Energy Resources,34,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 5. Minerals and Energy Resources ,Topic 4 : Non-Conventional Sources of Energy,35,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 6. Manufacturing Industries ,"Topic 1 : Importance of Manufacturing, Locational Aspects and Classification of Industries",36,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 6. Manufacturing Industries ,Topic 2 : Distribution of Agro Based and Mineral Based Industries In India,37,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 6. Manufacturing Industries ,Topic 3 : Industrial Pollution and Environmental Degradation,38,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 7. Lifelines of National Economy,"Topic 1 : Transport : Types, Interdependence of Transport &Communication",39,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 7. Lifelines of National Economy,"Topic 2 : Railway, Pipelines, Waterways, Major Sea Ports and Airways",40,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : 7. Lifelines of National Economy,Topic 3 : Communication and International Trade and Tourism,41,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 1. The Rise of Nationalism in Europe ,Topic 1 : The French Revolution and The Idea of The Nation,42,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 1. The Rise of Nationalism in Europe ,Topic 2 : The Making of Nationalism In Europe,43,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 1. The Rise of Nationalism in Europe ,Topic 3 : The Age of Revolutions : 1830-1848,44,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 1. The Rise of Nationalism in Europe ,Topic 4 : The Making of Germany and Italy,45,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 1. The Rise of Nationalism in Europe ,Topic 5 : Visualising The Nation,46,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 1. The Rise of Nationalism in Europe ,Topic 6 : Nationalism and Imperialism,47,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 2. Nationalism in India ,"Topic 1 : The First World War, Khilafat and Non-Cooperation",48,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 2. Nationalism in India ,Topic 2 : Differing Strands Within The Movement,49,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 2. Nationalism in India ,Topic 3 : Towards Civil Disobedience,50,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 2. Nationalism in India ,Topic 4 : The Sense of Collective Belonging,51,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 3. The Making of a Global World ,Topic 1 : The Pre- Modern World,52,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 3. The Making of a Global World ,Topic 2 : The Ninteenth Century,53,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 3. The Making of a Global World ,Topic 3 : The Inter-War Economy,54,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 3. The Making of a Global World ,Topic 4 : Rebuilding A World Economy,55,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 4. The Age of Industrialisation ,Topic 1 : Before The Industrial Revolution,56,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 4. The Age of Industrialisation ,Topic 2 : Hand Labour and Steam Power,57,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 4. The Age of Industrialisation ,Topic 3 : Industrialisation In The Colonies and Factories Come Up,58,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 4. The Age of Industrialisation ,Topic 4 : The Peculiarities of Industrial Growth and Market For Goods,59,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 5. Print Culture and the Modern World,Topic 1 : The First Printed Books and Print Comes To Europe,60,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 5. Print Culture and the Modern World,Topic 2 : The Print Revolution and Its Impact,61,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 5. Print Culture and the Modern World,Topic 3 : The Reading Mania and The Nineteenth Century,62,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 5. Print Culture and the Modern World,Topic 4 : India and The World of Print and Religious Reform and Public Debates,63,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),History : 5. Print Culture and the Modern World,Topic 5 : New Forms of Publication and Print and Censorship,64,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 1. Power-sharing ,Topic 1 : Belgium,65,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 1. Power-sharing ,Topic 2 : Sri Lanka,66,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 1. Power-sharing ,Topic 3 : Why Power Sharing Is Desirable?,67,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 1. Power-sharing ,Topic 4 : Forms of Power Sharing,68,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 2. Federalism ,Topic 1 : What Is Federalism?,69,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 2. Federalism ,Topic 2 : What Makes India A Federal Country?,70,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 2. Federalism ,Topic 3 : How Is Federalism Practised?,71,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 2. Federalism ,Topic 4 : Decentralisation In India,72,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),"Political Science : 3. Gender, Religion and Caste ",Topic 1 : Gender and Politics,73,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),"Political Science : 3. Gender, Religion and Caste ","Topic 2 : Religion, Communalism and Politics",74,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),"Political Science : 3. Gender, Religion and Caste ",Topic 3 : Caste and Politics,75,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 4. Political Parties ,Topic 1 : Why Do We Need Political Parties?,76,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 4. Political Parties ,Topic 2 : How Many Parties Should We Have?,77,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 4. Political Parties ,Topic 3 : National Political Parties,78,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 4. Political Parties ,Topic 4 : Challenges To Political Parties,79,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 4. Political Parties ,Topic 5 : How Can Parties Be Reformed,80,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 5. Outcomes of Democracy,Topic 1 : How Do We Assess Democracy'S Outcome?,81,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Political Science : 5. Outcomes of Democracy,Topic 2 : Record of Democracy In The Form of Outcomes,82,1
