ID,Type,Variant,Physical price,Discount Physical Price,Ebook Price,Ebook Discount Price
289,book,,405,364.5,405,202.5
290,book,,375,337.5,375,187.5
291,book,,260,234,260,130
292,book,,180,162,180,90
293,book,,190,171,190,95
294,book,,199,179.1,199,99.5
295,book,,490,441,490,245
296,book,,540,486,540,270
297,book,,225,202.5,225,112.5
298,book,,225,202.5,225,112.5
299,book,,200,180,200,100
300,book,,205,184.5,205,102.5
301,book,,210,189,210,105
302,book,,215,193.5,215,107.5
303,book,,225,202.5,225,112.5
304,book,,230,207,230,115
305,book,,235,211.5,235,117.5
306,book,,245,220.5,245,122.5
307,book,,175,157.5,175,87.5
308,book,,180,162,180,90
309,book,,185,166.5,185,92.5
310,book,,195,175.5,195,97.5
311,book,,200,180,200,100
312,book,,200,180,200,100
313,book,,200,180,200,100
314,book,,200,180,200,100
315,book,,150,135,150,75
316,book,,165,148.5,165,82.5
317,book,,170,153,170,85
318,book,,170,153,170,85
319,book,,170,153,170,85
320,book,,175,157.5,175,87.5
321,book,,180,162,180,90
322,book,,185,166.5,185,92.5
323,book,,220,198,220,110
324,book,,240,216,240,120
325,book,,249,224.1,249,124.5
326,book,,290,261,290,145
327,book,,300,270,300,150
328,book,,300,270,300,150
329,book,,310,279,310,155
330,book,,310,279,310,155
331,book,,330,297,330,165
332,book,,335,301.5,335,167.5
333,book,,340,306,340,170
334,book,,190,171,190,95
335,book,,200,180,200,100
336,book,,220,198,220,110
337,book,,225,202.5,225,112.5
338,book,,230,207,230,115
339,book,,265,238.5,265,132.5
340,book,,270,243,270,135
341,book,,270,243,270,135
342,book,,395,355.5,395,197.5
343,book,,425,382.5,425,212.5
344,book,,450,405,450,225
345,book,,109,98.1,109,54.5
346,book,,109,98.1,109,54.5
347,book,,160,144,160,80
348,book,,160,144,160,80
349,book,,160,144,160,80
350,book,,185,166.5,185,92.5
351,book,,195,175.5,195,97.5
352,book,,190,171,190,95
353,book,,118,106.2,118,59
354,book,,125,112.5,125,62.5
355,book,,125,112.5,125,62.5
356,book,,115,103.5,115,57.5
357,book,,129,116.1,129,64.5
358,book,,115,103.5,115,57.5
359,book,,115,103.5,115,57.5
360,book,,115,103.5,115,57.5
361,book,,115,103.5,115,57.5
362,book,,115,103.5,115,57.5
363,book,,130,117,130,65
364,book,,170,153,170,85
365,book,,195,175.5,195,97.5
366,book,,195,175.5,195,97.5
367,book,,129,116.1,129,64.5
368,book,,129,116.1,129,64.5
369,book,,139,125.1,139,69.5
370,book,,120,108,120,60
371,book,,109,98.1,109,54.5
372,book,,118,106.2,118,59
373,book,,125,112.5,125,62.5
374,book,,125,112.5,125,62.5
375,book,,125,112.5,125,62.5
376,book,,130,117,130,65
377,book,,135,121.5,135,67.5
378,book,,180,162,180,90
379,book,,190,171,190,95
380,book,,200,180,200,100
381,book,,200,180,200,100
382,book,,200,180,200,100
383,book,,124,111.6,124,62
384,book,,145,130.5,145,72.5
385,book,,160,144,160,80
386,book,,190,171,190,95
387,book,,256,230.4,256,128
388,book,,185,166.5,185,92.5
389,book,,270,243,270,135
390,book,,145,130.5,145,72.5
391,book,,325,292.5,325,162.5
392,book,,145,130.5,145,72.5
393,book,,150,135,150,75
394,book,,160,144,160,80
395,book,,160,144,160,80
396,book,,175,157.5,175,87.5
397,book,,215,193.5,215,107.5
398,book,,225,202.5,225,112.5
399,book,,234,210.6,234,117
400,book,,184,165.6,184,92
401,book,,204,183.6,204,102
402,book,,219,197.1,219,109.5
403,book,,230,207,230,115
404,book,,235,211.5,235,117.5
405,book,,250,225,250,125
406,book,,255,229.5,255,127.5
407,book,,155,139.5,155,77.5
408,book,,430,387,430,215
409,book,,330,297,330,165
410,book,,450,405,450,225
411,book,,435,391.5,435,217.5
412,book,,450,405,450,225
413,book,,450,405,450,225
414,book,,465,418.5,465,232.5
415,book,,95,85.5,95,47.5
416,book,,465,418.5,465,232.5
417,book,,103,92.7,103,51.5
418,book,,111,99.9,111,55.5
419,book,,490,441,490,245
420,book,,119,107.1,119,59.5
421,book,,490,441,490,245
422,book,,505,454.5,505,252.5
423,book,,135,121.5,135,67.5
424,book,,505,454.5,505,252.5
425,book,,275,247.5,275,137.5
426,book,,130,117,130,65
427,book,,240,216,240,120
428,book,,345,310.5,345,172.5
429,book,,260,234,260,130
430,book,,350,315,350,175
431,book,,350,315,350,175
432,book,,355,319.5,355,177.5
433,book,,365,328.5,365,182.5
434,book,,360,324,360,180
435,book,,380,342,380,190
436,book,,385,346.5,385,192.5
437,book,,380,342,380,190
438,book,,390,351,390,195
439,book,,395,355.5,395,197.5
440,book,,385,346.5,385,192.5
441,book,,455,409.5,455,227.5
442,book,,400,360,400,200
443,book,,455,409.5,455,227.5
444,book,,405,364.5,405,202.5
445,book,,395,355.5,395,197.5
446,book,,245,220.5,245,122.5
447,book,,275,247.5,275,137.5
448,book,,110,99,110,55
449,book,,115,103.5,115,57.5
450,book,,179,161.1,179,89.5
451,book,,190,171,190,95
452,book,,220,198,220,110
453,book,,235,211.5,235,117.5
454,book,,255,229.5,255,127.5
455,book,,210,189,210,105
457,book,,210,189,210,105
458,book,,210,189,210,105
459,book,,195,175.5,195,97.5
460,book,,210,189,210,105
461,book,,230,207,230,115
462,book,,240,216,240,120
463,book,,235,211.5,235,117.5
464,book,,310,279,310,155
465,book,,315,283.5,315,157.5
466,book,,190,171,190,95
467,book,,205,184.5,205,102.5
468,book,,225,202.5,225,112.5
469,book,,235,211.5,235,117.5
470,book,,240,216,240,120
471,book,,240,216,240,120
472,book,,250,225,250,125
473,book,,325,292.5,325,162.5
474,book,,350,315,350,175
475,book,,195,175.5,195,97.5
476,book,,195,175.5,195,97.5
477,book,,275,247.5,275,137.5
478,book,,300,270,300,150
479,book,,228,205.2,228,114
480,book,,230,207,230,115
481,book,,262,235.8,262,131
482,book,,320,288,320,160
483,book,,340,306,340,170
484,book,,365,328.5,365,182.5
485,book,,390,351,390,195
486,book,,400,360,400,200
487,book,,420,378,420,210
488,book,,490,441,490,245
489,book,,495,445.5,495,247.5
490,book,,515,463.5,515,257.5
491,book,,340,306,340,170
492,book,,355,319.5,355,177.5
493,book,,380,342,380,190
494,book,,395,355.5,395,197.5
495,book,,395,355.5,395,197.5
496,book,,415,373.5,415,207.5
497,book,,420,378,420,210
498,book,,420,378,420,210
499,book,,345,310.5,345,172.5
500,book,,355,319.5,355,177.5
501,book,,365,328.5,365,182.5
502,book,,265,238.5,265,132.5
503,book,,145,130.5,145,72.5
504,book,,165,148.5,165,82.5
505,book,,175,157.5,175,87.5
506,book,,190,171,190,95
507,book,,240,216,240,120
508,book,,280,252,280,140
509,book,,175,157.5,175,87.5
510,book,,185,166.5,185,92.5
511,book,,235,211.5,235,117.5
512,book,,290,261,290,145
513,book,,320,288,320,160
514,book,,470,423,470,235
515,book,,285,256.5,285,142.5
516,book,,275,247.5,275,137.5
517,book,,299,269.1,299,149.5
518,book,,249,224.1,249,124.5
519,book,,269,242.1,269,134.5
520,book,,349,314.1,349,174.5
521,book,,299,269.1,299,149.5
522,book,,299,269.1,299,149.5
523,book,,299,269.1,299,149.5
524,book,,445,400.5,445,222.5
525,book,,499,449.1,499,249.5
526,book,,560,504,560,280
527,book,,1472,1324.8,1472,736
528,book,,1520,1368,1520,760
529,book,,1567,1410.3,1567,783.5
531,book,,270,243,270,135
532,book,,300,270,300,150
533,book,,276,248.4,276,138
534,book,,320,288,320,160
535,book,,300,270,300,150
536,book,,330,297,330,165
537,book,,320,288,320,160
538,book,,270,243,270,135
539,book,,295,265.5,295,147.5
540,book,,295,265.5,295,147.5
541,book,,195,175.5,195,97.5
542,book,,195,175.5,195,97.5
543,book,,255,229.5,255,127.5
544,book,,285,256.5,285,142.5
545,book,,215,193.5,215,107.5
546,book,,399,359.1,399,199.5
547,book,,185,166.5,185,92.5
548,book,,205,184.5,205,102.5
549,book,,230,207,230,115
550,book,,240,216,240,120
551,book,,250,225,250,125
552,book,,265,238.5,265,132.5
553,book,,265,238.5,265,132.5
554,book,,265,238.5,265,132.5
555,book,,295,265.5,295,147.5
556,book,,300,270,300,150
557,book,,310,279,310,155
558,book,,335,301.5,335,167.5
559,book,,355,319.5,355,177.5
560,book,,375,337.5,375,187.5
561,book,,375,337.5,375,187.5
562,book,,375,337.5,375,187.5
563,book,,400,360,400,200
564,book,,400,360,400,200
565,book,,400,360,400,200
566,book,,180,162,180,90
567,book,,185,166.5,185,92.5
568,book,,185,166.5,185,92.5
569,book,,130,117,130,65
570,book,,135,121.5,135,67.5
571,book,,250,225,250,125
572,book,,285,256.5,285,142.5
573,book,,250,225,250,125
574,book,,320,288,320,160
575,book,,330,297,330,165
576,book,,435,391.5,435,217.5
577,book,,320,288,320,160
578,book,,340,306,340,170
579,book,,280,252,280,140
580,book,,295,265.5,295,147.5
581,book,,305,274.5,305,152.5
582,book,,335,301.5,335,167.5
583,book,,350,315,350,175
584,book,,350,315,350,175
585,book,,350,315,350,175
586,book,,350,315,350,175
587,book,,365,328.5,365,182.5
588,book,,365,328.5,365,182.5
589,book,,365,328.5,365,182.5
590,book,,150,135,150,75
591,book,,150,135,150,75
592,book,,150,135,150,75
593,book,,195,175.5,195,97.5
594,book,,205,184.5,205,102.5
595,book,,230,207,230,115
596,book,,230,207,230,115
597,book,,240,216,240,120
598,book,,275,247.5,275,137.5
599,book,,275,247.5,275,137.5
600,book,,275,247.5,275,137.5
601,book,,105,94.5,105,52.5
602,book,,105,94.5,105,52.5
603,book,,110,99,110,55
604,book,,114,102.6,114,57
605,book,,114,102.6,114,57
606,book,,120,108,120,60
607,book,,128,115.2,128,64
608,book,,128,115.2,128,64
609,book,,340,306,340,170
610,book,,365,328.5,365,182.5
611,book,,145,130.5,145,72.5
612,book,,145,130.5,145,72.5
613,book,,155,139.5,155,77.5
614,book,,145,130.5,145,72.5
615,book,,145,130.5,145,72.5
616,book,,155,139.5,155,77.5
617,book,,135,121.5,135,67.5
618,book,,165,148.5,165,82.5
619,book,,135,121.5,135,67.5
620,book,,165,148.5,165,82.5
621,book,,135,121.5,135,67.5
622,book,,165,148.5,165,82.5
623,book,,135,121.5,135,67.5
624,book,,165,148.5,165,82.5
625,book,,135,121.5,135,67.5
626,book,,130,117,130,65
627,book,,165,148.5,165,82.5
628,book,,125,112.5,125,62.5
629,book,,125,112.5,125,62.5
630,book,,125,112.5,125,62.5
631,book,,150,135,150,75
632,book,,160,144,160,80
633,book,,160,144,160,80
634,book,,160,144,160,80
635,book,,160,144,160,80
636,book,,175,157.5,175,87.5
637,book,,435,391.5,435,217.5
638,book,,295,265.5,295,147.5
639,book,,375,337.5,375,187.5
640,book,,190,171,190,95
641,book,,295,265.5,295,147.5
642,book,,375,337.5,375,187.5
646,book,,245,220.5,245,122.5
647,book,,190,171,190,95
648,book,,168,151.2,168,84
649,book,,210,189,210,105
650,book,,290,261,290,145
651,book,,245,220.5,245,122.5
652,book,,125,112.5,125,62.5
653,book,,305,274.5,305,152.5
654,book,,160,144,160,80
655,book,,266,239.4,266,133
656,book,,165,148.5,165,82.5
657,book,,190,171,190,95
658,book,,1720,1548,1720,860
659,book,,1840,1656,1840,920
660,book,,2120,1908,2120,1060
661,book,,2200,1980,2200,1100
662,book,,2280,2052,2280,1140
663,book,,225,202.5,225,112.5
665,book,,220,198,220,110
666,book,,230,207,230,115
667,book,,265,238.5,265,132.5
668,book,,375,337.5,375,187.5
669,book,,185,166.5,185,92.5
670,book,,270,243,270,135
671,book,,270,243,270,135
672,book,,180,162,180,90
673,book,,270,243,270,135
674,book,,210,189,210,105
675,book,,115,103.5,115,57.5
676,book,,140,126,140,70
677,book,,185,166.5,185,92.5
678,book,,200,180,200,100
679,book,,200,180,200,100
680,book,,220,198,220,110
681,book,,235,211.5,235,117.5
682,book,,250,225,250,125
684,book,,100,90,100,50
685,book,,110,99,110,55
686,book,,120,108,120,60
687,book,,130,117,130,65
688,book,,140,126,140,70
689,book,,140,126,140,70
690,book,,140,126,140,70
691,book,,145,130.5,145,72.5
692,book,,190,171,190,95
693,book,,149,134.1,149,74.5
694,book,,149,134.1,149,74.5
695,book,,159,143.1,159,79.5
696,book,,165,148.5,165,82.5
697,book,,165,148.5,165,82.5
698,book,,210,189,210,105
699,book,,220,198,220,110
700,book,,213,191.7,213,106.5
701,book,,195,175.5,195,97.5
702,book,,117,105.3,117,58.5
703,book,,117,105.3,117,58.5
704,book,,117,105.3,117,58.5
705,book,,117,105.3,117,58.5
706,book,,117,105.3,117,58.5
707,book,,140,126,140,70
708,book,,140,126,140,70
709,book,,110,99,110,55
718,book,,85,76.5,85,42.5
719,book,,95,85.5,95,47.5
720,book,,105,94.5,105,52.5
721,book,,105,94.5,105,52.5
722,book,,125,112.5,125,62.5
723,book,,125,112.5,125,62.5
724,book,,135,121.5,135,67.5
725,book,,135,121.5,135,67.5
726,book,,420,378,420,210
727,book,,420,378,420,210
728,book,,375,337.5,375,187.5
729,book,,470,423,470,235
730,book,,475,427.5,475,237.5
731,book,,260,234,260,130
732,book,,260,234,260,130
734,book,,190,171,190,95
735,book,,210,189,210,105
736,book,,230,207,230,115
737,book,,240,216,240,120
738,book,,250,225,250,125
739,book,,165,148.5,165,82.5
740,book,,285,256.5,285,142.5
741,book,,285,256.5,285,142.5
742,book,,165,148.5,165,82.5
743,book,,185,166.5,185,92.5
744,book,,90,81,90,45
745,book,,90,81,90,45
746,book,,100,90,100,50
747,book,,100,90,100,50
748,book,,105,94.5,105,52.5
749,book,,110,99,110,55
750,book,,115,103.5,115,57.5
751,book,,115,103.5,115,57.5
752,book,,270,243,270,135
753,book,,275,247.5,275,137.5
754,book,,170,153,170,85
755,book,,165,148.5,165,82.5
756,book,,175,157.5,175,87.5
757,book,,90,81,90,45
758,book,,90,81,90,45
759,book,,90,81,90,45
760,book,,90,81,90,45
761,book,,90,81,90,45
762,book,,105,94.5,105,52.5
763,book,,105,94.5,105,52.5
764,book,,105,94.5,105,52.5
766,book,,295,265.5,295,147.5
767,book,,315,283.5,315,157.5
768,book,,345,310.5,345,172.5
769,book,,105,94.5,105,52.5
770,book,,105,94.5,105,52.5
771,book,,96,86.4,96,48
772,book,,104,93.6,104,52
773,book,,132,118.8,132,66
774,book,,140,126,140,70
775,book,,148,133.2,148,74
776,book,,325,292.5,325,162.5
777,book,,225,202.5,225,112.5
778,book,,215,193.5,215,107.5
779,book,,125,112.5,125,62.5
781,book,,125,112.5,125,62.5
782,book,,220,198,220,110
783,book,,240,216,240,120
784,book,,140,126,140,70
785,book,,150,135,150,75
786,book,,150,135,150,75
787,book,,130,117,130,65
788,book,,130,117,130,65
789,book,,160,144,160,80
790,book,,140,126,140,70
791,book,,170,153,170,85
792,book,,190,171,190,95
793,book,,150,135,150,75
794,book,,160,144,160,80
795,book,,165,148.5,165,82.5
796,book,,170,153,170,85
797,book,,170,153,170,85
798,book,,180,162,180,90
799,book,,80,72,80,40
800,book,,85,76.5,85,42.5
801,book,,90,81,90,45
802,book,,350,315,350,175
803,book,,135,121.5,135,67.5
804,book,,98,88.2,98,49
805,book,,278,250.2,278,139
806,book,,278,250.2,278,139
807,book,,425,382.5,425,212.5
808,book,,435,391.5,435,217.5
809,book,,425,382.5,425,212.5
810,book,,495,445.5,495,247.5
811,book,,310,279,310,155
812,book,,380,342,380,190
813,book,,150,135,150,75
814,book,,175,157.5,175,87.5
815,book,,270,243,270,135
816,book,,335,301.5,335,167.5
817,book,,240,216,240,120
818,book,,275,247.5,275,137.5
819,book,,191,171.9,191,95.5
820,book,,175,157.5,175,87.5
821,book,,305,274.5,305,152.5
822,book,,380,342,380,190
823,book,,425,382.5,425,212.5
824,book,,450,405,450,225
825,book,,65,58.5,65,32.5
826,book,,65,58.5,65,32.5
827,book,,225,202.5,225,112.5
828,book,,260,234,260,130
829,book,,325,292.5,325,162.5
830,book,,325,292.5,325,162.5
831,book,,440,396,440,220
832,book,,440,396,440,220
833,book,,345,310.5,345,172.5
834,book,,144,129.6,144,72
835,book,,144,129.6,144,72
836,book,,152,136.8,152,76
837,book,,152,136.8,152,76
838,book,,160,144,160,80
839,book,,130,117,130,65
840,book,,130,117,130,65
841,book,,130,117,130,65
842,book,,130,117,130,65
843,book,,130,117,130,65
844,book,,65,58.5,65,32.5
845,book,,65,58.5,65,32.5
846,book,,65,58.5,65,32.5
847,book,,65,58.5,65,32.5
848,book,,195,175.5,195,97.5
849,book,,202,181.8,202,101
850,book,,209,188.1,209,104.5
851,book,,218,196.2,218,109
852,book,,225,202.5,225,112.5
853,book,,143,128.7,143,71.5
854,book,,200,180,200,100
855,book,,87,78.3,87,43.5
856,book,,101,90.9,101,50.5
860,book,,750,675,750,375
861,book,,1,0.9,1,0.5
862,book,,1,0.9,1,0.5
863,book,,1,0.9,1,0.5
864,book,,1,0.9,1,0.5
865,book,,1,0.9,1,0.5
866,book,,180,162,180,90
867,book,,200,180,200,100
868,book,,200,180,200,100
869,book,,220,198,220,110
870,book,,220,198,220,110
871,book,,230,207,230,115
872,book,,230,207,230,115
873,book,,240,216,240,120
874,book,,385,346.5,385,192.5
875,book,,399,359.1,399,199.5
876,book,,430,387,430,215
877,book,,445,400.5,445,222.5
878,book,,450,405,450,225
879,book,,440,396,440,220
880,book,,450,405,450,225
881,book,,475,427.5,475,237.5
882,book,,485,436.5,485,242.5
883,book,,495,445.5,495,247.5
884,book,,315,283.5,315,157.5
885,book,,330,297,330,165
886,book,,330,297,330,165
887,book,,375,337.5,375,187.5
888,book,,395,355.5,395,197.5
889,book,,465,418.5,465,232.5
890,book,,595,535.5,595,297.5
891,book,,485,436.5,485,242.5
892,book,,465,418.5,465,232.5
893,book,,450,405,450,225
894,book,,375,337.5,375,187.5
895,book,,395,355.5,395,197.5
896,book,,410,369,410,205
897,book,,425,382.5,425,212.5
898,book,,445,400.5,445,222.5
899,book,,440,396,440,220
900,book,,450,405,450,225
901,book,,340,306,340,170
902,book,,375,337.5,375,187.5
903,book,,455,409.5,455,227.5
904,book,,415,373.5,415,207.5
905,book,,425,382.5,425,212.5
906,book,,435,391.5,435,217.5
907,book,,425,382.5,425,212.5
908,book,,445,400.5,445,222.5
909,book,,265,238.5,265,132.5
910,book,,415,373.5,415,207.5
911,book,,425,382.5,425,212.5
912,book,,435,391.5,435,217.5
913,book,,395,355.5,395,197.5
914,book,,410,369,410,205
915,book,,435,391.5,435,217.5
916,book,,620,558,620,310
918,book,,370,333,370,185
919,book,,385,346.5,385,192.5
920,book,,415,373.5,415,207.5
921,book,,440,396,440,220
922,book,,460,414,460,230
923,book,,535,481.5,535,267.5
924,book,,545,490.5,545,272.5
925,book,,555,499.5,555,277.5
926,book,,240,216,240,120
927,book,,360,324,360,180
928,book,,365,328.5,365,182.5
929,book,,365,328.5,365,182.5
930,book,,395,355.5,395,197.5
931,book,,515,463.5,515,257.5
932,book,,535,481.5,535,267.5
933,book,,545,490.5,545,272.5
934,book,,385,346.5,385,192.5
935,book,,395,355.5,395,197.5
936,book,,460,414,460,230
937,book,,440,396,440,220
938,book,,455,409.5,455,227.5
939,book,,485,436.5,485,242.5
940,book,,155,139.5,155,77.5
941,book,,195,175.5,195,97.5
942,book,,280,252,280,140
943,book,,299,269.1,299,149.5
944,book,,325,292.5,325,162.5
945,book,,375,337.5,375,187.5
