ID,Type,Variant,Physical price,Discount Physical Price,Ebook Price,Ebook Discount Price
437,book,,380,342,334,190
438,book,,390,351,343,195
439,book,,395,356,348,198
440,book,,385,347,339,193
441,book,,455,410,400,228
442,book,,400,360,352,200
443,book,,455,410,400,228
444,book,,405,365,356,203
445,book,,395,356,348,198
446,book,,245,221,216,123
447,book,,275,248,242,138
448,book,,110,99,97,55
449,book,,115,104,101,58
450,book,,179,161,158,90
451,book,,190,171,167,95
452,book,,220,198,194,110
453,book,,235,212,207,118
454,book,,255,230,224,128
455,book,,210,189,185,105
457,book,,210,189,185,105
458,book,,210,189,185,105
459,book,,195,176,172,98
460,book,,210,189,185,105
461,book,,230,207,202,115
462,book,,240,216,211,120
463,book,,235,212,207,118
464,book,,310,279,273,155
465,book,,315,284,277,158
466,book,,190,171,167,95
467,book,,205,185,180,103
468,book,,225,203,198,113
469,book,,235,212,207,118
470,book,,240,216,211,120
471,book,,240,216,211,120
472,book,,250,225,220,125
473,book,,325,293,286,163
474,book,,350,315,308,175
475,book,,195,176,172,98
476,book,,195,176,172,98
477,book,,275,248,242,138
478,book,,300,270,264,150
479,book,,228,205,201,114
480,book,,230,207,202,115
481,book,,262,236,231,131
482,book,,320,288,282,160
483,book,,340,306,299,170
484,book,,365,329,321,183
485,book,,390,351,343,195
486,book,,400,360,352,200
487,book,,420,378,370,210
488,book,,490,441,431,245
489,book,,495,446,436,248
490,book,,515,464,453,258
491,book,,340,306,299,170
492,book,,355,320,312,178
493,book,,380,342,334,190
494,book,,395,356,348,198
495,book,,395,356,348,198
496,book,,415,374,365,208
497,book,,420,378,370,210
498,book,,420,378,370,210
499,book,,345,311,304,173
500,book,,355,320,312,178
501,book,,365,329,321,183
502,book,,265,239,233,133
503,book,,145,131,128,73
504,book,,165,149,145,83
505,book,,175,158,154,88
506,book,,190,171,167,95
507,book,,240,216,211,120
508,book,,280,252,246,140
509,book,,175,158,154,88
510,book,,185,167,163,93
511,book,,235,212,207,118
512,book,,290,261,255,145
513,book,,320,288,282,160
514,book,,470,423,414,235
515,book,,285,257,251,143
516,book,,275,248,242,138
517,book,,299,269,263,150
518,book,,249,224,219,125
519,book,,269,242,237,135
520,book,,349,314,307,175
521,book,,299,269,263,150
522,book,,299,269,263,150
523,book,,299,269,263,150
524,book,,445,401,392,223
525,book,,499,449,439,250
526,book,,560,504,493,280
527,book,,1472,1325,1295,736
528,book,,1520,1368,1338,760
529,book,,1567,1410,1379,784
531,book,,270,243,238,135
532,book,,300,270,264,150
533,book,,276,248,243,138
534,book,,320,288,282,160
535,book,,300,270,264,150
536,book,,330,297,290,165
537,book,,320,288,282,160
538,book,,270,243,238,135
539,book,,295,266,260,148
540,book,,295,266,260,148
541,book,,195,176,172,98
542,book,,195,176,172,98
543,book,,255,230,224,128
544,book,,285,257,251,143
545,book,,215,194,189,108
546,book,,399,359,351,200
547,book,,185,167,163,93
548,book,,205,185,180,103
549,book,,230,207,202,115
550,book,,240,216,211,120
551,book,,250,225,220,125
552,book,,265,239,233,133
553,book,,265,239,233,133
554,book,,265,239,233,133
555,book,,295,266,260,148
556,book,,300,270,264,150
557,book,,310,279,273,155
558,book,,335,302,295,168
559,book,,355,320,312,178
560,book,,375,338,330,188
561,book,,375,338,330,188
562,book,,375,338,330,188
563,book,,400,360,352,200
564,book,,400,360,352,200
565,book,,400,360,352,200
566,book,,180,162,158,90
567,book,,185,167,163,93
568,book,,185,167,163,93
569,book,,130,117,114,65
570,book,,135,122,119,68
571,book,,250,225,220,125
572,book,,285,257,251,143
573,book,,250,225,220,125
574,book,,320,288,282,160
575,book,,330,297,290,165
576,book,,435,392,383,218
577,book,,320,288,282,160
578,book,,340,306,299,170
579,book,,280,252,246,140
580,book,,295,266,260,148
581,book,,305,275,268,153
582,book,,335,302,295,168
583,book,,350,315,308,175
584,book,,350,315,308,175
585,book,,350,315,308,175
586,book,,350,315,308,175
587,book,,365,329,321,183
588,book,,365,329,321,183
589,book,,365,329,321,183
590,book,,150,135,132,75
591,book,,150,135,132,75
592,book,,150,135,132,75
593,book,,195,176,172,98
594,book,,205,185,180,103
595,book,,230,207,202,115
596,book,,230,207,202,115
597,book,,240,216,211,120
598,book,,275,248,242,138
599,book,,275,248,242,138
600,book,,275,248,242,138
601,book,,105,95,92,53
602,book,,105,95,92,53
603,book,,110,99,97,55
604,book,,114,103,100,57
605,book,,114,103,100,57
606,book,,120,108,106,60
607,book,,128,115,113,64
608,book,,128,115,113,64
609,book,,340,306,299,170
610,book,,365,329,321,183
611,book,,145,131,128,73
612,book,,145,131,128,73
613,book,,155,140,136,78
614,book,,145,131,128,73
615,book,,145,131,128,73
616,book,,155,140,136,78
617,book,,135,122,119,68
618,book,,165,149,145,83
619,book,,135,122,119,68
620,book,,165,149,145,83
621,book,,135,122,119,68
622,book,,165,149,145,83
623,book,,135,122,119,68
624,book,,165,149,145,83
625,book,,135,122,119,68
626,book,,130,117,114,65
627,book,,165,149,145,83
628,book,,125,113,110,63
629,book,,125,113,110,63
630,book,,125,113,110,63
631,book,,150,135,132,75
632,book,,160,144,141,80
633,book,,160,144,141,80
634,book,,160,144,141,80
635,book,,160,144,141,80
636,book,,175,158,154,88
637,book,,435,392,383,218
638,book,,295,266,260,148
639,book,,375,338,330,188
640,book,,190,171,167,95
641,book,,295,266,260,148
642,book,,375,338,330,188
646,book,,245,221,216,123
647,book,,190,171,167,95
648,book,,168,151,148,84
649,book,,210,189,185,105
650,book,,290,261,255,145
651,book,,245,221,216,123
652,book,,125,113,110,63
653,book,,305,275,268,153
654,book,,160,144,141,80
655,book,,266,239,234,133
656,book,,165,149,145,83
657,book,,190,171,167,95
658,book,,1720,1548,1514,860
659,book,,1840,1656,1619,920
660,book,,2120,1908,1866,1060
661,book,,2200,1980,1936,1100
662,book,,2280,2052,2006,1140
663,book,,225,203,198,113
665,book,,220,198,194,110
666,book,,230,207,202,115
667,book,,265,239,233,133
668,book,,375,338,330,188
669,book,,185,167,163,93
670,book,,270,243,238,135
671,book,,270,243,238,135
672,book,,180,162,158,90
673,book,,270,243,238,135
674,book,,210,189,185,105
675,book,,115,104,101,58
676,book,,140,126,123,70
677,book,,185,167,163,93
678,book,,200,180,176,100
679,book,,200,180,176,100
680,book,,220,198,194,110
681,book,,235,212,207,118
682,book,,250,225,220,125
684,book,,100,90,88,50
685,book,,110,99,97,55
686,book,,120,108,106,60
687,book,,130,117,114,65
688,book,,140,126,123,70
689,book,,140,126,123,70
690,book,,140,126,123,70
691,book,,145,131,128,73
692,book,,190,171,167,95
693,book,,149,134,131,75
694,book,,149,134,131,75
695,book,,159,143,140,80
696,book,,165,149,145,83
697,book,,165,149,145,83
698,book,,210,189,185,105
699,book,,220,198,194,110
700,book,,213,192,187,107
701,book,,195,176,172,98
702,book,,117,105,103,59
703,book,,117,105,103,59
704,book,,117,105,103,59
705,book,,117,105,103,59
706,book,,117,105,103,59
707,book,,140,126,123,70
708,book,,140,126,123,70
709,book,,110,99,97,55
718,book,,85,77,75,43
719,book,,95,86,84,48
720,book,,105,95,92,53
721,book,,105,95,92,53
722,book,,125,113,110,63
723,book,,125,113,110,63
724,book,,135,122,119,68
725,book,,135,122,119,68
726,book,,420,378,370,210
727,book,,420,378,370,210
728,book,,375,338,330,188
729,book,,470,423,414,235
730,book,,475,428,418,238
731,book,,260,234,229,130
732,book,,260,234,229,130
734,book,,190,171,167,95
735,book,,210,189,185,105
736,book,,230,207,202,115
737,book,,240,216,211,120
738,book,,250,225,220,125
739,book,,165,149,145,83
740,book,,285,257,251,143
741,book,,285,257,251,143
742,book,,165,149,145,83
743,book,,185,167,163,93
744,book,,90,81,79,45
745,book,,90,81,79,45
746,book,,100,90,88,50
747,book,,100,90,88,50
748,book,,105,95,92,53
749,book,,110,99,97,55
750,book,,115,104,101,58
751,book,,115,104,101,58
752,book,,270,243,238,135
753,book,,275,248,242,138
754,book,,170,153,150,85
755,book,,165,149,145,83
756,book,,175,158,154,88
757,book,,90,81,79,45
758,book,,90,81,79,45
759,book,,90,81,79,45
760,book,,90,81,79,45
761,book,,90,81,79,45
762,book,,105,95,92,53
763,book,,105,95,92,53
764,book,,105,95,92,53
766,book,,295,266,260,148
767,book,,315,284,277,158
768,book,,345,311,304,173
769,book,,105,95,92,53
770,book,,105,95,92,53
771,book,,96,86,84,48
772,book,,104,94,92,52
773,book,,132,119,116,66
774,book,,140,126,123,70
775,book,,148,133,130,74
776,book,,325,293,286,163
777,book,,225,203,198,113
778,book,,215,194,189,108
779,book,,125,113,110,63
781,book,,125,113,110,63
782,book,,220,198,194,110
783,book,,240,216,211,120
784,book,,140,126,123,70
785,book,,150,135,132,75
786,book,,150,135,132,75
787,book,,130,117,114,65
788,book,,130,117,114,65
789,book,,160,144,141,80
790,book,,140,126,123,70
791,book,,170,153,150,85
792,book,,190,171,167,95
793,book,,150,135,132,75
794,book,,160,144,141,80
795,book,,165,149,145,83
796,book,,170,153,150,85
797,book,,170,153,150,85
798,book,,180,162,158,90
799,book,,80,72,70,40
800,book,,85,77,75,43
801,book,,90,81,79,45
802,book,,350,315,308,175
803,book,,135,122,119,68
804,book,,98,88,86,49
805,book,,278,250,245,139
806,book,,278,250,245,139
807,book,,425,383,374,213
808,book,,435,392,383,218
809,book,,425,383,374,213
810,book,,495,446,436,248
811,book,,310,279,273,155
812,book,,380,342,334,190
813,book,,150,135,132,75
814,book,,175,158,154,88
815,book,,270,243,238,135
816,book,,335,302,295,168
817,book,,240,216,211,120
818,book,,275,248,242,138
819,book,,191,172,168,96
820,book,,175,158,154,88
821,book,,305,275,268,153
822,book,,380,342,334,190
823,book,,425,383,374,213
824,book,,450,405,396,225
825,book,,65,59,57,33
826,book,,65,59,57,33
827,book,,225,203,198,113
828,book,,260,234,229,130
829,book,,325,293,286,163
830,book,,325,293,286,163
831,book,,440,396,387,220
832,book,,440,396,387,220
833,book,,345,311,304,173
834,book,,144,130,127,72
835,book,,144,130,127,72
836,book,,152,137,134,76
837,book,,152,137,134,76
838,book,,160,144,141,80
839,book,,130,117,114,65
840,book,,130,117,114,65
841,book,,130,117,114,65
842,book,,130,117,114,65
843,book,,130,117,114,65
844,book,,65,59,57,33
845,book,,65,59,57,33
846,book,,65,59,57,33
847,book,,65,59,57,33
848,book,,195,176,172,98
849,book,,202,182,178,101
850,book,,209,188,184,105
851,book,,218,196,192,109
852,book,,225,203,198,113
853,book,,143,129,126,72
854,book,,200,180,176,100
855,book,,87,78,77,44
856,book,,101,91,89,51
860,book,,750,675,660,375
861,book,,1,1,1,1
862,book,,1,1,1,1
863,book,,1,1,1,1
864,book,,1,1,1,1
865,book,,1,1,1,1
866,book,,180,162,158,90
867,book,,200,180,176,100
868,book,,200,180,176,100
869,book,,220,198,194,110
870,book,,220,198,194,110
871,book,,230,207,202,115
872,book,,230,207,202,115
873,book,,240,216,211,120
874,book,,385,347,339,193
875,book,,399,359,351,200
876,book,,430,387,378,215
877,book,,445,401,392,223
878,book,,450,405,396,225
879,book,,440,396,387,220
880,book,,450,405,396,225
881,book,,475,428,418,238
882,book,,485,437,427,243
883,book,,495,446,436,248
884,book,,315,284,277,158
885,book,,330,297,290,165
886,book,,330,297,290,165
887,book,,375,338,330,188
888,book,,395,356,348,198
889,book,,465,419,409,233
890,book,,595,536,524,298
891,book,,485,437,427,243
892,book,,465,419,409,233
893,book,,450,405,396,225
894,book,,375,338,330,188
895,book,,395,356,348,198
896,book,,410,369,361,205
897,book,,425,383,374,213
898,book,,445,401,392,223
899,book,,440,396,387,220
900,book,,450,405,396,225
901,book,,340,306,299,170
902,book,,375,338,330,188
903,book,,455,410,400,228
904,book,,415,374,365,208
905,book,,425,383,374,213
906,book,,435,392,383,218
907,book,,425,383,374,213
908,book,,445,401,392,223
909,book,,265,239,233,133
910,book,,415,374,365,208
911,book,,425,383,374,213
912,book,,435,392,383,218
913,book,,395,356,348,198
914,book,,410,369,361,205
915,book,,435,392,383,218
916,book,,620,558,546,310
918,book,,370,333,326,185
919,book,,385,347,339,193
920,book,,415,374,365,208
921,book,,440,396,387,220
922,book,,460,414,405,230
923,book,,535,482,471,268
924,book,,545,491,480,273
925,book,,555,500,488,278
926,book,,240,216,211,120
927,book,,360,324,317,180
928,book,,365,329,321,183
929,book,,365,329,321,183
930,book,,395,356,348,198
931,book,,515,464,453,258
932,book,,535,482,471,268
933,book,,545,491,480,273
934,book,,385,347,339,193
935,book,,395,356,348,198
936,book,,460,414,405,230
937,book,,440,396,387,220
938,book,,455,410,400,228
939,book,,485,437,427,243
940,book,,155,140,136,78
941,book,,195,176,172,98
942,book,,280,252,246,140
943,book,,299,269,263,150
944,book,,325,293,286,163
945,book,,375,338,330,188
946,book,,375,338,330,188
947,book,,385,347,339,193
948,book,,350,315,308,175
949,book,,380,342,334,190
950,book,,390,351,343,195
951,book,,390,351,343,195
952,book,,390,351,343,195
953,book,,395,356,348,198
954,book,,415,374,365,208
955,book,,425,383,374,213
956,book,,435,392,383,218
957,book,,230,207,202,115
958,book,,270,243,238,135
959,book,,310,279,273,155
960,book,,350,315,308,175
961,book,,390,351,343,195
962,book,,415,374,365,208
963,book,,425,383,374,213
964,book,,445,401,392,223
965,book,,175,158,154,88
966,book,,190,171,167,95
967,book,,270,243,238,135
968,book,,290,261,255,145
969,book,,305,275,268,153
970,book,,355,320,312,178
971,book,,325,293,286,163
972,book,,335,302,295,168
973,book,,245,221,216,123
974,book,,265,239,233,133
975,book,,655,590,576,328
976,book,,655,590,576,328
977,book,,495,446,436,248
978,book,,495,446,436,248
979,book,,390,351,343,195
980,book,,390,351,343,195
981,book,,415,374,365,208
982,book,,415,374,365,208
983,book,,595,536,524,298
984,book,,595,536,524,298
985,book,,695,626,612,348
986,book,,695,626,612,348
987,book,,695,626,612,348
988,book,,695,626,612,348
989,book,,540,486,475,270
990,book,,560,504,493,280
991,book,,575,518,506,288
993,book,,380,342,334,190
994,book,,390,351,343,195
995,book,,395,356,348,198
996,book,,145,131,128,73
997,book,,168,151,148,84
998,book,,240,216,211,120
999,book,,250,225,220,125
1000,book,,165,149,145,83
1001,book,,185,167,163,93
1002,book,,535,482,471,268
1003,book,,535,482,471,268
1004,book,,555,500,488,278
1005,book,,560,504,493,280
1006,book,,510,459,449,255
1007,book,,280,252,246,140
1008,book,,270,243,238,135
1009,book,,590,531,519,295
1010,book,,590,531,519,295
1011,book,,470,423,414,235
1012,book,,265,239,233,133
1013,book,,285,257,251,143
1014,book,,345,311,304,173
1015,book,,365,329,321,183
1016,book,,385,347,339,193
1017,book,,405,365,356,203
1018,book,,415,374,365,208
1019,book,,520,468,458,260
1020,book,,535,482,471,268
1021,book,,555,500,488,278
