Client ID,Client Code,Client Name,Owner Name,State,City,Address,Email,Phone,Pin Code,latitude,longitude
14992,BKS02718,VASISTA BOOK CENTER,MR. J.N.K. SRINIVASU,Andhra Pradesh,Rajahmundry,"46-21-1, OPP. GODAVARI GRAMIN BANK",,8832436448,533201,,
14995,BKS02721,APSARA BOOK STALL,,Andhra Pradesh,Bapatla,"RADHAM BAZAR, BAPATLA, GUNTUR",,,522002,,
14996,BKS02722,HANUMAN BOOK CENTRE,,Andhra Pradesh,Chilakaluripet,"MAIN ROAD, CHILAKALURIPET",,,522616,,
14997,BKS02723,CAMEL BOOK DEPOT,MR. BALA SUBRAMANYAM,Andhra Pradesh,Guntur,"65/66,MANI ROAD, PENDLA COMPLEX , NEAR LALAPET POLICE STATION, GUNTUR",,8632320166,522003,,
14998,BKS02724,"VIJAY , HARSHA BOOK DEPOT",MR VIJAY KUMAR,Andhra Pradesh,Guntur,"ARUNDAL, PET 1ST LANE, GUNTUR",,9703222257,522002,,
14999,BKS02725,LAXMI SRINIVASA BOOK AGENCY,MR. HANUMA KUMAR,Andhra Pradesh,Guntur,"J.P. ROAD PIDUGURALA, GUNTUR",,,522001,,
15000,BKS02726,SAKETH BOOKS & STATIONERY,MR. G.V. HANUMANTH RAO,Andhra Pradesh,Guntur,SHOP NO--17 MUNICIPAL COMPLEX REPALLE,,9866280680,522265,,
15001,BKS02727,SRI BALAJI BOOK HOUSE,MR. RAMANA,Andhra Pradesh,Guntur,"4/2, ANUDAI PET, GUNTUR",,,522002,,
15002,BKS02728,SREE VENKATRAMA BOOK DEPOT,MR. P. NARAYANA MURTHY,Andhra Pradesh,Guntur,"39, MAIN ROAD, GUNTUR",,8632472208,522003,,
15003,BKS02729,SUNNY BOOK DEPOT,,Andhra Pradesh,Guntur,"D.NO. 22-1-60, MAIN ROAD, LALAPET, GUNTUR",,8632322352,522003,,
15004,BKS02730,VAISAVI BOOK CENTRE,,Andhra Pradesh,Guntur,"J.K.C. COLLEGE ROAD, GUNTUR",,,522003,,
15005,BKS02731,VINAYAKA BOOK DEPOT,,Andhra Pradesh,Guntur,"SC COMPLEX , SHOP NO. 13,RDO OFFICE, STATION ROAD, GUNTUR",,,522001,,
15010,BKS02736,SRI HARSHA BOOK DEPOT,,Andhra Pradesh,Guntur,"3-6-1, RAJA RAJESWARIPURAM SWAMI THETRE BACKSIDE, NEAR R.T.O. OFFICE , OLD PATTABHIPURAM, GUNTUR--522006, ( ANDHRA PRADESH )",,,,,
15006,BKS02732,ANUPAMA BOOK STALL,MR. SUDHAKAR REDDY,Andhra Pradesh,Mangalagiri,"ATMAKUR VILLAGA, MANGALAGIR MANDAL",,,522003,,
15007,BKS02733,SRINIVASA VARIETY FANCIES,,Andhra Pradesh,Narasaraopet,"STATION ROAD, NARSARAOPET",,,522601,,
15008,BKS02734,SRINIVASA BOOKS AND STATIONARY,,Andhra Pradesh,Narasaraopet,"TOWN CHURCH ROAD, NARASARAO PET, NARASARAOPET",,9849500867,522004,,
15009,BKS02735,VAMSEEI BOOK & STATIONERY,MR. HANUMANTHA RAO,Andhra Pradesh,Narasaraopet,"OPP. MRO OFFICE, NARSAOPETA",,8647229449,522601,,
19564,BKS03144,SRI LAKSHMI BOOKS AGENCY,,Andhra Pradesh,Piduguralla,"JANPADU ROAD, PIDUGURALLA -511413, DISTT. GUNTUR, (ANDHARA PRADESH )",,,,,
15011,BKS02737,BEST BOOK CENTRE,,Andhra Pradesh,Ponnur,"S.P.P. ROAD, PONNUR",,,522124,,
15012,BKS02738,JAYCE BOOK LINK,MR. VENKAT REDDY,Andhra Pradesh,Tenali,"22-11-54, BOSE ROAD, TENALI",,8644227495,522201,,
15015,BKS02741,SRI RADHA KRISHNA BOOK CENTRE,,Andhra Pradesh,Gudivada,MAIN ROAD,,,521301,,
15016,BKS02742,VANAMALA ENTERPRISES,MR SRINIVASA RAO,Andhra Pradesh,Gudivada,C/O K.K.R. GOTHAM CONCEPT SCHOOL SHANTHI NAGAR BYE PASS ROAD,,,521301,,
15020,BKS02746,MINERVA BOOK STALL,,Andhra Pradesh,Machilipatnam,MARKET ROAD,,,521001,,
15021,BKS02747,BALAJI BOOK STALL,,Andhra Pradesh,Nuzvid,NEAR CHINA GANDHI BOMMA LANE,,,521201,,
15023,BKS02749,VIJAYA SAI BOOK CENTRE,MR D.V.S. PRASAD,Andhra Pradesh,Vijayawada,NEAR SONO VISION. ELURU ROAD,,86666275554,520002,,
15024,BKS02750,ACME SCHOOL NEEDS,,Andhra Pradesh,Vijayawada,"11-19-15, POOLABHAVI STREET",,,520001,,
15025,BKS02751,ACME SCHOOL NEEDS,MR KOTASHWAR RAO,Andhra Pradesh,Vijayawada,"41-1-141, SANKAR RAO STREET BESIDE SBIKRISHNA LANKA",,8662521905,520013,,
15026,BKS02752,ASHOK BOOK CENTRE,MR D. ASHOK KUMAR,Andhra Pradesh,Vijayawada,OPP. MARIS STELLA COLLEGE,,2476966,520008,,
15027,BKS02753,CITY BOOK LINKS,,Andhra Pradesh,Vijayawada,"OPP. SONOVISION , MUSEUM ROAD, CORNER ELURU ROAD",,433226,520002,,
15028,BKS02754,EXCEL BOOK& STATIONERY,,Andhra Pradesh,Vijayawada,"40-5-19, ODD SISSHARATH ART & SCIENCE COLLEGE, BESIDE NAVATA TRANSPORT MUGHLRAJPURAM",,8666581242,520010,,
15029,BKS02755,NATRAJ BINDING WORKS,,Andhra Pradesh,Vijayawada,"11-25-99, MAIN BAZAR",,421567,520001,,
15030,BKS02756,NAVAJEEVAN BOOK LINKS,,Andhra Pradesh,Vijayawada,MUSEUM ROAD,,,520002,,
15031,BKS02757,SAHITHY NAVAJEEVAN BOOK LINKS,,Andhra Pradesh,Vijayawada,MUSEUM ROAD,,434118,520002,,
15032,BKS02758,SABOO ENTREPRISES,MR SABBIR AHMED,Andhra Pradesh,Vijayawada,KASTURI APPT. SHOP. NO-4 BRINDAVAN COLONY,,,520010,,
15033,BKS02759,SRINIVASA PAPER STATIONERY MART,,Andhra Pradesh,Vijayawada,"40-5-19/18, SRI VENKATESHWARA NILAYAM MOGALARAJAPURAM",,866472229,520010,,
15034,BKS02760,SRI VENKATESHWARA BOOK DEPOT,,Andhra Pradesh,Vijayawada,"KOTHA PETA, KANDULAVARI STREET",,,520001,,
15035,BKS02761,SREE VIDYA BOOK DEPOT,MR VENKATESWARA RAO,Andhra Pradesh,Vijayawada,"28-1-1, FIRST FLOOR, GOVERNOR PET",,,,,
15036,BKS02762,SRI VYSHNAVI BOOKS & STATIONERY,MR DILEEP,Andhra Pradesh,Vijayawada,"40-5-19/17A, NEAR PB SIDHARTHA ARTS COLLEGE MOGHALRAJPURA",,8666556567,520010,,
15037,BKS02763,STUDENT BOOK DEPOT,MR RAJAN,Andhra Pradesh,Vijayawada,"BESIDE NIRMALA HIGH SCHOOL, PATMATA",,,520010,,
15038,BKS02764,S.V.R.K. BOOKS,,Andhra Pradesh,Vijayawada,"33-26-148/1, BACK SIDE OF SUNRISE HOSPITAL CHALAMALAVARI STREET KASTURBAIPET, VIJAYAWADA--520010, DISTT. KRISHNA ( ANDHRA PRADESH )",,,,,
15039,BKS02765,THE STUDENTS BOOK POINT,,Andhra Pradesh,Vijayawada,"NIRMALA HIGH SCHOOL, ADMINISTRATIVE BLOCK, PATAMATA",,470595,520010,,
15040,BKS02766,SRI VIKAS BOOK CENTRE,,Andhra Pradesh,Vijayawada,"D.NO. 20-23, MAHENDRA NAGAR GOLAPUDI, VIJAYAWADA-521225, DISTT. KRISHNA (ANDHRA PRADESH )",,,,,
15041,BKS02767,VIKAS BOOK STALL,MR PRASAD RAO,Andhra Pradesh,Vijayawada,ONE TOWN,,,,,
15042,BKS02768,VKML BOOKS CENTER (W) - VIJAYAWADA,,Andhra Pradesh,Vijayawada,"30-16-17/1, SEETHARAMPURAM, BEHIND UNION BANK,VIJAYAWADA - 520002",,,,,
15043,BKS02769,V.R. ENTREPRISES,,Andhra Pradesh,Vijayawada,"D.NO-27-18-63, IST FLOOR, OPP. ANDHRA RATNA BHAWAN CONGRESS OFFICE ROAD, GOVERNORPET",,,520002,,
21936,BKS03309,V.K.M.L,MR SRAVAN,Andhra Pradesh,Vijayawada,"30-14-7, ELURU ROAD, KOTHA VANTEENA, HANUMAN TEMPLE OPP LANE, DURGA AGRAHARAM",,9966639957,520002,,
15045,BKS02771,GURU ANUGRAHA BOOK SELLERS,MR HANUMANTH RAO,Andhra Pradesh,Adoni,"GOWLIPET, BOYAGERI",,,518302,,
15046,BKS02772,VIKRAM BOOK CENTRE,,Andhra Pradesh,Adoni,"SHOP NO. 03, MAIN ROAD",,,,,
15151,BKS02876,SRI SHIRIDI SAI BOOK DEPOT,mr seshu,Andhra Pradesh,Kurnool (incl. Kallur),NEAR OLD BUS STAND,,9848220610,518002,,
15058,BKS02784,BHAGVAN BOOK STORES,,Andhra Pradesh,Nandyal,BYRMAL STREET,,,518501,,
15059,BKS02785,LAKSHMI BOOK STORE,,Andhra Pradesh,Nandyal,BYRMAL STREET,,,518501,,
15060,BKS02786,MADHU TRADERS BOOK & STATIONERS,MR MADHU KIRAN,Andhra Pradesh,Nandyal,BYRMAL STREET,,8514221779,518501,,
15061,BKS02787,P.V AGENCY,MR SREENIVAS,Andhra Pradesh,Nandyal,SANJEEV NAGAR,,9573555480,518501,,
15062,BKS02788,SRI KRISHNA TRADERS,MR B. SRINATH,Andhra Pradesh,Nandyal,"H.NO 2/138A, N.K ROAD, KALPANA CENTRE",,243589,518501,,
15063,BKS02789,PADHAMA BOOK STALL,MR HARI,Andhra Pradesh,Yemmiganur,YEMMIGANUR,,,518360,,
15064,BKS02790,S.V. BOOK LINKS,"MR. CHINA, MR. NARSHIMA RAO",Andhra Pradesh,Gudur,"D.NO17-1-337, OPP. MAYURI RESTAURENT TRUNK, GUDUR",,9866106761,524001,,
15065,BKS02791,ARUNA BOOK STALL,MR. SUBBA RAO,Andhra Pradesh,Nellore,"17/304, TRUNK ROAD, NELLORE",,2324406,524001,,
15066,BKS02792,CHANDANA BOOK HOUSE,MR. CHANDRA SHEKAR,Andhra Pradesh,Nellore,"23/ 1259, AKKANAVARI STREET , RYTU MARKET, FATHEKHANPET",,,524001,,
15067,BKS02793,NEW ANIL BOOK CENTRE,,Andhra Pradesh,Nellore,"SRI SARASWATHI NILAYAM , IST FLOOR, AMARJEEVI PINAKINI SUPER MARKET , TRUNK ROAD",,,524001,,
15068,BKS02794,NEW VENKATARAMA & CO.,MR. SATYANARAYANA,Andhra Pradesh,Nellore,"TRUNK ROAD, NELLORE",,,524001,,
15069,BKS02795,SREE RAMA STUDENTS EMPORIUM,MR.Y. RAJSEKHAR YADALA,Andhra Pradesh,Nellore,"TRUNK ROAD, NELLORE",,8612324706,524001,,
15070,BKS02796,SRI SAI RAGHAVENDRA,,Andhra Pradesh,Nellore,"SAI RAGHAVENDRA COMPLEX, IST FLOOR, 17/386, DANDUVARI STREET",,861301241,524001,,
15071,BKS02797,SRI VENKATARAMANA BOOK DEPOT,MR. SATYANARAYANA,Andhra Pradesh,Nellore,"TRUNK ROAD, NELLORE",,,524001,,
15072,BKS02798,S.V.S. BOOKS CENTRE,MR. B. KIRAN KUMAR,Andhra Pradesh,Nellore,"16/1059, BESIDE RELIANCE WEB WORLD, TRUNK ROAD,",,8612346818,524001,,
15073,BKS02799,KALYANA VENKATESWARA BOOK STALL,MRS. NIRMALA,Andhra Pradesh,Venkatagiri,BOPPAPURAM VENKATAGIRI,,,524001,,
15074,BKS02800,SRI LAKSHMI BOOKS STORES,MR AMAR CHAND,Andhra Pradesh,Chirala,DURBAR ROAD,,230586,523155,,
15076,BKS02802,PADMAVATHI BOOK DEPOT,,Andhra Pradesh,Ongole,OPP. KAPU KALYANAMANDAPAM,,,523001,,
15077,BKS02803,RAJA RAJESHWARI BOOK HOUSE,MR M. HARI,Andhra Pradesh,Ongole,"CHIMAKURTHY EYE HOSPITAL ROAD, KURNOOL ROAD",,234274,523002,,
15078,BKS02804,VENKATESHWAR BOOK CENTRE,,Andhra Pradesh,Ongole,"BESIDE SRI BALA VENKATESHWARA MEDICAL STORE, ANJAH ROAD",,,523002,,
15079,BKS02805,IPPILI CHITTIBABU STUDENT`S EMPORIUM,,Andhra Pradesh,Srikakulam,"POLICE SHOPPING COMPLEX NO--1, PETROMAX, SRIKAKULAM (ANDHRA PRADESH )",,,,,
15080,BKS02806,SRI SRINIVASA STUDENT EMPORIUM,MR. SREEDHAR,Andhra Pradesh,Srikakulam,"NEAR S.V.TALKIES, K.T. ROAD, PLASA",,,532221,,
15094,BKS02820,J.B.D EDUCATIONAL P.V.T L.T.D,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"30-05-01, 2ND FLOOR, DABAGARDENS, VISAKHAPATNAM-530020 (ANDHRA PRADESH )",,,,,
15085,BKS02811,DEEPTHI BOOK DISTRIBUTORS,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"24-105-6/2, CHINNAGANTYADA, KANITHI ROAD, VISHAKHAPATNAM-530026",,,,,
15086,BKS02812,DEEPTHI BOOK DEPOT,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"OPP. S.F.S. SCHOOL, KANTHI ROAD, GAJUWAKA, VISAKHAPATNAM -(ANDHRA PRADESH )",,,,,
15102,BKS02828,P.V. AGENCIES,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"48-7-29,F-2, ANJANA MANSIONS RAMA TALKIES,OLD VEG. MAGKET ROAD, SRINAGAR, VISAKHAPATNAM--530016 (ANDHRA PRADESH )",,,,,
15089,BKS02815,GUPTA BROTHERS BOOKS (W),,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"47-13-10, IST FLOOR, DWARAKANAGAR, VISAKHAPATNAM-530016 (ANDHRA PRADESH )",,,,,
15170,BKS02893,HIMAMSU BOOK DEPOT.,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"RAMRAJU TOWERS, REDNAM GARDENS, OLD JAIL ROAD, VISAKHAPATNAM (ANDHRA PRADESH )",,,,,
15171,BKS02894,VKML BOOKS,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],"LIG-67, H.B.COLONY, VISHAKHAPATNAM--530022 (ANDHRA PRADESH )",,,,,
16194,BKS03190,REPEAT,,Andhra Pradesh,Visakhapatnam[Vishakhapatnam],VSP,,,,,
15128,BKS02854,J.C. BOOK DEPOT,,Andhra Pradesh,Bhimavaram,"TALUQ OFFICE ROAD, BHIMAVARAM",,,534203,,
15129,BKS02855,K.C. BOOK DEPOT,,Andhra Pradesh,Bhimavaram,"MAIN ROAD, BHIMAVARAM",,,534201,,
15130,BKS02856,SRI RAJESHWARI BOOK DEPOT,,Andhra Pradesh,Bhimavaram,"OPP. TALUQ OFFICE, BHIVARAM",,,534203,,
15131,BKS02857,LAKSHMI NIVASA BOOK HOUSE,,Andhra Pradesh,Eluru,"3A-12-26, NUNNAVARI STREET, NR. HEAD P.O. ELURU.",,,534001,,
15132,BKS02858,P.N.R. BOOK POINT ( LAKSHMI NEVASA BOOK HOUSE),MR. CHANDRASHEKHAR,Andhra Pradesh,Eluru,"NO. 3-A-12-26, NUNNAVARI STREET, NEAR GPO, ONE TOWN, MAIN BAZAR",,8812232775,534001,,
15133,BKS02859,SRI LAKSHMI GANAPATHI BOOKS STORES,MR. M. VVS MURTHY,Andhra Pradesh,Kovvur,"MAIN ROAD, KOVVUR",,,534001,,
21958,BKS03330,Murthy General Stores,Mr Bhanu,Andhra Pradesh,Palacole (Palakollu),Palakollu,,9959223411,534260,,
21983,BKS03353,Sinha Books,0,Bihar,Arrah,Aanand Nagar East Of Nahar Near Sapna Cinema Ara Bhojpur,,0,0,,
21992,BKS03361,Vidyarthi Pustak Bhandar,0,Bihar,Arrah,Dharman Chouwk Near Jain Dharmshala Ara,,0,0,,
21973,BKS03344,Matri Chhaya Books,0,Bihar,Buxar,Ambedkar Chowk In Building of S B I A T M Station Road Buxar 803101,,0,,,
24386,BKS03734,Mangla Enterprises,0,Bihar,Buxar,Near M.V.College Hose Of Heritage School Charitravan Buxar 802101,,0,,,
24321,BKS03669,Rose Book Center,0,Bihar,Darbhanga,Gm Road kathalbari Darbhanga 846004,,0,,,
24323,BKS03671,Rachna Book,0,Bihar,Darbhanga,Main Bazar,,0,,,
24322,BKS03670,Aman Book,0,Bihar,Jehanabad,jehanabad bajar,,0,,,
20848,BKS03223,Central Book House,0,Bihar,Katihar,Bata chowk-katihar,,0,,,
23007,BKS03365,Pustak Sadan,0,Bihar,Bihar Sharif,Pul Par Bihar Sharif Nalanda,,0,0,,
23011,BKS03369,Pustak Sadan,0,Bihar,Bihar Sharif,Pul Par Bihar Sharif,,0,,,
21978,BKS03349,Gyan Ganga Ltd.,0,Bihar,Dariapur,Om Bihar Complex Kadamkuan Patna 800003,,0,0,,
21990,BKS03359,Gyan Sansar,0,Bihar,Fatwah (Fatuha),Near Toll Plaza Opposite S L Misser Petrol Pump Dhawalpura Bypass Police Station Patna 800007,,0,,,
23140,BKS03490,Mr Ritesh Sinha 9065298197,0,Bihar,Khagaul,Road No 1 Maurya Vihar Khagaul Patna 801105,,0,0,,
21976,BKS03347,Binit Books,0,Bihar,Khusrupur,Post Office Road Near Government Hospital Khusrupur.,,0,0,,
21977,BKS03348,Sanjay Pustak Bhandar,0,Bihar,Patna,A G Colony Near S B I Branch Patna 800023,,0,0,,
21979,BKS03350,Allen Books Earlier know about,0,Bihar,Patna,Bhagwat Nagar Kumbhrar,,0,0,,
