Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Cholesterol is an essential fat-like substance found in our body. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health  Test Paper Generator True or False (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Tuberculosis is caused by contaminated air. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Vitamins and minerals help in the normal functioning of our body. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Eggs and meat are sources of carbohydrates. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Carbohydrates give more energy to our body than fats. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),"Communicable diseases spread through air, direct contact, infected food, and insects. ",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Night blindness is caused by the lack of vitamin A. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Deficiency diseases are caused by bad microbes. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,True or False (QPG),Typhoid is caused by contaminated water and food,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator True or False (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What are the main components of the nervous system?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),How does the brain process information from the sense organs?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What is the role of the spinal cord in the nervous system?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What are the three groups of nutrients based on their functions?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),"Which nutrient gives more energy to our body, carbohydrates or fats?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What is the function of roughage in our diet?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What are communicable diseases caused by?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What is the main function of vitamins and minerals in the body?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),How do neurons transmit signals within the nervous system?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Very Short Answer Questions (QPG),What are the symptoms of malaria?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Very Short Answer Questions (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),Explain the importance of proper food for children's growth.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),What are the three groups of nutrients based on their functions?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),How does the body use carbohydrates?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),Name two sources of fats.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),Why is protein important for the body?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),What are the functions of vitamins and minerals?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),How does roughage help the body?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),Define obesity and explain its causes.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6  Food and Health Test Paper Generator Short Answer Questions (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),How can communicable diseases be controlled?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Short Answer Questions (QPG),What is the role of vitamins in keeping the body healthy?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Short Answer Questions (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),Fats give more energy than __________.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),__________ help in the growth of our body.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),Vitamin C helps to keep the __________ healthy.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),__________ helps the body get rid of undigested food.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),The essential substances present in the food that are needed by our body for good health and growth are called __________.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),Our body needs all types of __________ in a particular amount.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),"The nutrients found in our food are __________, fats, proteins, vitamins, and minerals.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),A diet that contains all the nutrients in adequate amounts along with water and roughage is called a __________ diet.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),"Diseases can broadly be classified into two types on the basis of their spreading nature, communicable and __________.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Fill in the blank (QPG),"Communicable diseases are caused by __________ such as bacteria, virus, protozoa, and fungi.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Fill in the blank (QPG) 10,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Describe the role of nutrients in maintaining good health and growth in the human body. Include examples of each nutrient and their food sources.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 1,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Explain the importance of a balanced diet. How can a balanced diet contribute to overall health and well-being?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 2,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Discuss the effects of deficiency diseases. Provide examples of deficiency diseases and explain how they can be prevented.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 3,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Describe the process of digestion. Include the role of different nutrients in the digestion process and how they are absorbed into the body.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 4,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Explain the difference between communicable and non-communicable diseases. Provide examples of each and discuss their prevention and treatment.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 5,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),"Discuss the role of vaccines in preventing communicable diseases. How do vaccines work, and why are they important?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 6,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Describe the process of food preservation. Include different methods of food preservation and their benefits.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 7,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Explain the concept of food pyramid and its significance in maintaining a healthy diet.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 8,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),Discuss the impact of unhealthy eating habits on health. How can individuals improve their eating habits to promote better health?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 9,1
CBSE,Class 5,Science,Illustrative Science,Chapter 6- Food and Health,,,Long Answer Questions (QPG),"Describe the role of water in the body. How much water should an individual consume daily, and why is hydration important?",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 5 Chapter 6 Food and Health Test Paper Generator Long Answer Questions (QPG) 10,1
