Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : Chapter 5 Natural Vegetation And Wildlife ,Topic 2 : Wildlife,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : Chapter 6 Population,Topic 1: Population of India,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : Chapter 6 Population,Topic 2: Process of Population Growth and Change,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Geography : Chapter 6 Population,Topic 3 : Characteristics of Population,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 1 The French Revolution ,Topic 1 : French Society During the Late Eighteenth Century,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 1 The French Revolution ,Topic 2 : The Outbreak of the Revolution,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 1 The French Revolution ,Topic 3 : France Abolishes Monarchy and Becomes A Republic,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 1 The French Revolution ,Topic 4 : Did Women Have A Revolution?,4,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 1 The French Revolution ,Topic 5 : The Abolition of Slavery and the Revolution and Everyday Life,5,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 2 Socialism In Europe And The Russian Revolution ,Topic 1 : The Age of Social Change,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 2 Socialism In Europe And The Russian Revolution ,Topic 2 : The Russian Revolution,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 2 Socialism In Europe And The Russian Revolution ,Topic 3 : The February Revolution In Petrograd,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 2 Socialism In Europe And The Russian Revolution ,Topic 4 : What changed After October,4,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 2 Socialism In Europe And The Russian Revolution ,Topic 5 : The Global Influence of the Russian Revolution And The USSR,5,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 3 Nazism And The Rise Of Hitler ,Topic 1 : Birth of the Weimar Republic,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 3 Nazism And The Rise Of Hitler ,Topic 2 : Hitler's Rise to Power,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 3 Nazism And The Rise Of Hitler ,Topic 3 : The Nazi World View,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 3 Nazism And The Rise Of Hitler ,Topic 4 : Youth in Nazi Germany,4,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 3 Nazism And The Rise Of Hitler ,Topic 5 : Ordinary people and the crimes against humanity,5,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 4 Forest Society And Colonialism ,Topic 1 : Why Deforestration?,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 4 Forest Society And Colonialism ,Topic 2 : The Rise of Commercial Forestry,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 4 Forest Society And Colonialism ,Topic 3 : Rebellion in the Forest,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 4 Forest Society And Colonialism ,Topic 4 : Forest Transformation In Java,4,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 5 Pastoralists In The Modern World,Topic 1 : Pastoral Nomads and Their Movements,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 5 Pastoralists In The Modern World,Topic 2 : Colonial rule and Pastoral Life,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),History : Chatper 5 Pastoralists In The Modern World,Topic 3 : Pastoralism in Africa,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 1 What Is Democracy? Why Democracy?,Topic 1 : What is Democracy? Features of Democracy,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 1 What Is Democracy? Why Democracy?,Topic 2 : Why Democracy?,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 1 What Is Democracy? Why Democracy?,Topic 3 : Broader meaning of Democracy,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 2 Constitutional Design ,Topic 1 : Democratic Constitution in South Africa,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 2 Constitutional Design ,Topic 2 : Making of the Indian Constitution,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 2 Constitutional Design ,Topic 3 : Guiding values of the Indian Constituton,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 3 Electoral Politics ,Topic 1 : Why Elections?,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 3 Electoral Politics ,Topic 2 : What is our system of elections?,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 3 Electoral Politics ,Topic 3 : What makes elections in India democratic?,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 4 Working Of Institutions ,Topic 1 : How is a Major Policy Decision Taken?,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 4 Working Of Institutions ,Topic 2 : Parliament,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 4 Working Of Institutions ,Topic 3 : Executive,3,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 4 Working Of Institutions ,Topic 4 : Judiciary,4,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 5 Democratic Rights,Topic 1 : Life without Rights,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 5 Democratic Rights,Topic 2 : What is a right?,2,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),Pol. Science : Chapter 5 Democratic Rights,Topic 3 : Rights in the Indian Constitutio,3,1
