Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),All seeds have two cotyledons. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 1,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Monocropping can enhance soil fertility.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 2,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Mixed cropping involves growing crops with similar maturation times.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 3,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Leguminous crops are often rotated with non-leguminous crops to improve soil fertility.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 4,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Bryophyllum plants reproduce through spores.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 5,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Sugarcane can be used to produce bio-fuels. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 6,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Seeds need sunlight to germinate. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 7,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),"Cotton, flax, and hemp are used to make fabrics. ",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 8,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),All plants grow from seeds. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 9,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Dispersal by animals is the only way seeds can spread. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 10,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Monocropping is good for soil fertility.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 11,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,True or False (QPG),Bamboo is a sustainable alternative to wood,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator True or False 12,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),What are the three main parts of a seed?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 1,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),Give two examples of plants used for medicinal purposes.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 2,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),How can seeds be dispersed by animals?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 3,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),What are the basic requirements for seed germination?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 4,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),What is the difference between kharif and rabi crops?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 5,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),Define mixed cropping.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 6,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),What is the advantage of intercropping?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 7,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),Give an example of one-year crop rotation.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 8,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),What is the importance of agriculture?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 9,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Very Short Answer Questions (QPG),How can we protect and cherish plants?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Very Short Answer Questions 10,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Describe the importance of plants in agriculture.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 1 ,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Explain the difference between monocropping and mixed cropping.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 2,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Discuss two uses of plants in our daily lives.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 3,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),How do plants reproduce through vegetative propagation?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 4,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Describe the steps involved in agriculture.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 5,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Describe the process of seed germination.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 6,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Explain the different ways seeds can be dispersed.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 7,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),How does growing plants from stem cuttings work?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 8,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Discuss the benefits of growing vegetables at home.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 9,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Explain the importance of sustainable farming practices.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 10,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),How can we reduce our food waste and contribute to food security?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 11,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Write a short paragraph about the role of plants in maintaining the Earth's ecosystem.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 12,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),Imagine a world without plants. What would it be like?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 13,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Short Answer Questions (QPG),How can we educate others about the importance of protecting plants and biodiversity?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Short Answer Questions 14,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),___________ is the process by which a plant grows from a seed.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 1,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),___________ is the outer covering of a seed.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 2,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),"In ___________ propagation, plants grow from parts other than seeds.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 3,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),___________ and ___________ are examples of medicinal plants.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 4,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),Seeds that are dispersed by animals often have spines or ___________.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 5,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),______________ are called agents of seed dispersal.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 6,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),______________ seeds have fine hair and are easily carried away by wind.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 7,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),______________ and ______________ are rabi crops.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 8,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),______________ is the practice of growing crops and rearing animals for food.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 9,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Fill in the blank (QPG),______________ is the sequence of crops grown on a piece of land over a period of time.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Fill in the blanks 10,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),(i) Elaborate on the different types of seed dispersal mechanisms in plants.(ii)Compare and contrast the two main types of seeds: monocots and dicots.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 1,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),(i) Discuss the significance of crop rotation in agriculture.(ii)Describe the challenges of climate change and its impact on agriculture.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 2,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),Imagine you are designing a sustainable city of the future. How would you integrate plants and green spaces into the urban environment?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 3,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),How does the structure of a seed contribute to successful germination?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 4,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),Evaluate the impact of agriculture on the environment and suggest sustainable practices.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 5,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),Write a detailed essay about the various uses of plants in our daily lives.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 6,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),"Explain the steps involved in the agricultural process, from sowing seeds to harvesting crops.",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 7,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),Discuss the different types of cropping patterns and their advantages and disadvantages.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 8,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),What are some innovative technologies and practices being used in modern agriculture?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 9,1
CBSE,Class 3,Science,Illustrative Science,Chapter 7- Housing and Clothing,,,Long Answer Questions (QPG),Discuss the ethical considerations involved in genetically modified crops.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 3 Chapter 7- Housing and Clothing Test Paper Generator Long Answer Questions 10,1
